unique_id,metric,Naive,HistoricAverage,WindowAverage,SeasonalNaive,ARIMA,SARIMA,HoltWinters,DynamicOptimizedTheta
IN_C08,rmse,287842.4398944238,658914.0594545096,437026.94032099226,387586.7313894885,436938.64830128377,436938.64830128377,499011.81806613033,435320.9731710008
IN_C09,rmse,818384.8388827158,902585.528993708,1221662.7895556693,1171569.8983490912,1153056.4836519442,1153056.4836519442,1252240.7387583987,989882.7575725067
IN_C10,rmse,578806.2805715521,1685343.3066698206,827714.6887894064,741003.6898875779,931363.6383606239,931363.6383606239,1004684.2606770071,924833.9818751928
IN_D01,rmse,355539.11415201786,652677.1204022759,408365.8923239474,484989.92439523304,667844.2126494661,667844.2126494661,250106.7288508462,340258.08921277284
IN_D02,rmse,105847.61098583626,110200.1397243626,150519.36650843537,176238.15488209412,102606.94516062878,102606.94516062878,79274.63495243702,91690.82929835921
IN_D03,rmse,12.747548783981962,15034.656137652079,1551.7668357391842,3119.02096017324,6842.418927830624,6842.418927830624,2227.8220922637215,12.18792572302635
IN_D04,rmse,31796.877107021774,131314.86941360714,115950.98666428152,212514.01864014327,101675.46114536203,101675.46114536203,203176.20432787188,156109.83560518414
IN_D05,rmse,21360.04319986268,48787.88121433111,15790.329886694106,15628.61627152257,21360.04319986268,21360.04319986268,13294.59608847585,19687.277224884117
IN_D06,rmse,358354.4823070564,300052.60187569406,454023.43813439045,453959.4691883082,425275.09441021224,425275.09441021224,463899.0876950851,425684.37215320737
IN_D07,rmse,551712.2650075788,795971.3922618221,464347.1629536124,401619.65268043557,545688.8057485385,545688.8057485385,427314.49976017204,503591.4675854386
IN_D08,rmse,2920476.930954857,1415777.2878632783,1356238.2195146433,2291937.1665840885,1415777.2878632783,1528681.7762789563,1525184.0001143455,1362188.324262927
IN_D10,rmse,594973.0018603682,136868.67509637607,699824.0607530888,703183.542189908,594973.0018603682,594973.0018603682,707917.7493229987,594814.9096706758
IN_D11,rmse,569522.9532211525,561954.5613536238,471066.57870584755,335088.65414388734,680241.7491199404,819311.835669254,441235.54769745946,462753.3944474043
IN_G01,rmse,787297.9381380797,777334.1063952015,666331.851914899,683616.3697901495,774798.0819099444,774798.0819099444,740926.0247603261,777792.5746647221
IN_G02,rmse,637772.998142136,527768.7296704057,539501.6034827321,481406.4426521472,527768.7296704057,615746.4011033269,345782.3307946973,511599.90241321776
IN_G03,rmse,322422.4581904163,631351.2668963003,470662.64984170755,436845.268757304,604727.2482962088,596000.3253531035,624251.4733412066,584491.7603439813
IN_G04,rmse,874624.7500291149,714216.2028946434,996847.0861948656,1047512.6754602455,714216.2028946426,714216.2028946426,747274.3415155911,706858.1517227339
IN_H01,rmse,13840.890929234727,13719.136434713448,18375.407175684264,14306.620394764603,13840.890929234727,13840.890929234727,12946.358440296966,13856.87138534322
IN_H02,rmse,1057711.4101597983,632765.6030534506,716988.3725804518,737185.4070570716,709521.9404391492,819479.9255912761,588704.1992402253,794700.4834887158
IN_H03,rmse,356393.587492729,328219.1037491738,544328.5829050262,508629.462656897,531465.6988504427,531465.6988504427,378077.86151434877,398987.02580674534
IN_H04,rmse,236.6341427182478,413.5292231815756,191.00362398394444,84.05572556346175,209.1776933183861,148.67331010473634,142.31065664880714,103.16375300646472
IN_H05,rmse,10507.138893414325,8469.595385643264,8940.826274640393,10552.078554308626,10507.138893414325,10507.138893414325,8048.454611264976,9232.897675952789
IN_J01,rmse,2989515.2042451543,3612734.328137528,2220437.283374703,1335981.8839454472,2323836.88663936,1594582.1308576553,1490890.9953121173,2155055.988935833
IN_J02,rmse,73271.01738400321,45904.06577832257,159516.64829772824,247921.42700238363,182045.0195259148,182045.0195259148,180023.2904920362,111427.13141427275
IN_J04,rmse,5450.426364056302,2814.8946272881803,5762.200103313403,5647.566758569571,2726.1043583449505,2726.1043583449505,5862.267965936348,5555.415103431659
IN_J05,rmse,494666.1369374362,442950.07947620674,441047.9619803685,499281.1892548861,442950.0794762068,499281.1892548861,304791.6672924245,264955.7193349711
IN_J06,rmse,129345.35562796154,24343.738651361018,116181.79239776307,117329.89439258332,78485.73464519481,78485.73464519481,130282.65214153496,126161.13225488282
IN_L01,rmse,152412.64258079333,130663.60378145661,98368.28868804956,116147.86302853374,152412.64258079333,119552.85747085903,111555.6097913993,108848.77364782634
IN_L02,rmse,118219.823805778,196301.34801701084,122278.58352438897,76115.87145660004,174425.27208691993,174425.27208691993,144857.6761307468,131074.34782603112
IN_L03,rmse,543.1397024479522,2919.1799803875847,925.287665316137,909.8113465936221,313.8511164952949,313.8511164952949,732.0946165292856,369.04091071161616
IN_L04,rmse,68934.81219073631,94849.52792658797,88986.29874282125,93128.20411274779,68934.81219073631,120149.0020099952,96870.50346295016,67866.44809326762
IN_M01,rmse,833396.7665601107,879194.0747028064,737884.7839287564,712492.7028154985,889998.1777089881,1009905.8577028419,668429.7788050557,829072.4176206467
IN_M02,rmse,3370402.492911407,1663392.1125395435,3051566.408729051,3062847.60993135,1840175.2741408707,1840175.2741408707,3122152.1810851702,3085212.757412152
IN_M03,rmse,394138.28557297273,428630.1083839739,683965.183283785,625646.8390532973,672842.6539693142,672842.6539693142,1117267.3254382384,394961.5524506877
IN_M04,rmse,42593.54056001332,40023.42231052175,60461.980216780656,55915.33109644438,67099.09203952401,67099.09203952401,67541.79547452442,43481.360055730474
IN_M05,rmse,4901.442420324297,11086.29687567961,5236.034627406244,3723.8822296393187,4901.442420324297,4901.442420324297,3995.8978558408185,4422.347567548363
IN_M09,rmse,4713.436982173546,14208.710879731803,5120.036684641838,5223.065208441639,3256.6465827768507,3256.6465827768507,3225.4949909527127,3609.093329722242
IN_N01,rmse,22455.321596247977,21449.121205233696,28558.488943812885,51406.53292551108,20688.838090663736,20688.838090663736,31548.864458097534,22837.22086345345
IN_N02,rmse,2086907.460170925,2895168.714563146,2410088.9570016083,2675149.0181966694,2108540.487069475,2108540.487069475,2409252.8039397253,2012374.6295157291
IN_N03,rmse,556221.164547845,1376802.0020988986,911501.4281178936,786421.0036931073,1391190.6124600386,1391190.6124600386,1732060.1831016794,718000.3982001877
IN_N04,rmse,105453.21891987223,129620.20803526569,149726.40687916757,141955.32164903366,173344.99441300597,173344.99441300597,192229.21197524414,145227.78408687512
IN_N05,rmse,1036878.5380040944,2979899.4119408675,1886198.0732419544,1735179.2968369138,1623844.2562561512,1623844.2562561512,1906064.7582166314,1607867.687187467
IN_N06,rmse,2164708.103407039,5008078.996505642,3666391.7435174393,3429268.9007662036,3377950.5535921184,3377950.5535921184,3731214.438146563,3445028.700827849
IN_N07,rmse,411933.8366636594,359311.8061360354,318040.2184184154,288117.81705083995,155966.83209200198,155966.83209200198,652278.693776324,333414.4342156478
IN_P01,rmse,68645.29794363554,26449.935252976433,88039.57992368349,87314.08832860606,82788.83317126572,82788.83317126572,179953.50298573388,91601.28029577473
IN_P02,rmse,1317.0719418467618,16870.435231859123,1379.1822985015433,1275.5778102491436,16870.435231859126,13521.951689872862,27121.085385781327,6649.9384987406465
IN_P03,rmse,82300.3518191903,239796.6948695982,123852.25517754006,113977.0677683125,83741.16450247513,37507.44426050791,42840.55981802338,61803.979183215466
IN_R01,rmse,410310.22484705027,299768.768791795,558814.7941905572,560441.0301946913,296656.3504222612,296656.3504222612,337739.12019046675,425818.71382750064
IN_R02,rmse,1000603.9354223922,690924.0673872981,482957.0878695891,833597.6466734348,690924.0673872984,997951.1619654465,557366.1258875078,618007.7406470927
IN_R03,rmse,2958561.18866255,1265802.7283990257,2133920.335205763,2203060.4764467566,2773713.303820805,2827083.4288509986,2934264.9402600625,2582232.646090652
IN_R05,rmse,683898.5212932599,609480.8739752453,195102.44864847878,363299.54875265603,434023.6594906024,434023.6594906024,367744.8656172593,219869.9638652463
IN_R06,rmse,2346414.1206373796,1107466.764670678,1653281.4914604342,1842317.693060799,1107466.7646706796,1107466.7646706796,1710208.1116156082,2054337.623193138
IN_R07,rmse,2200.183628700114,24184.249489918537,2678.220491296413,3148.3818065793735,9907.67343887308,9907.67343887308,9907.410616565012,10283.976361137298
IN_S01,rmse,1995339.6652313047,496065.7599250881,195507.09658369335,1660189.524557841,496065.7599250872,838818.8474095296,473338.44647996285,357703.9879058579
IN_S02,rmse,1390717.6513938752,1395326.2971185888,1470463.1643835353,1564497.81984179,1395326.2971185888,1395326.2971185888,1346181.8566382248,1372272.736104961
IN_S03,rmse,2217120.8833106197,2083563.1630701,2239219.8954981943,2244508.9500869773,2083563.1630700997,2083563.1630700997,2106250.4590837597,2080096.874572626
IN_V03,rmse,612683.4133847053,453621.87965178705,493164.27418727346,1178232.6904387637,534832.6767425638,765016.5293116531,678039.6669317149,537615.6257468066
IN_V04,rmse,548216.5428944215,211684.5511191113,501984.81200650596,499190.640675642,539296.955684491,539296.955684491,154868.133528166,479439.6568333496
IN_V06,rmse,46138.5484979751,71964.48750830062,43885.11138757654,73509.43722407348,61744.66079398509,71964.4875083006,55354.62552664984,46935.53891602216
IN_V07,rmse,32928.17457655515,71588.1600500776,67365.75787971489,100862.96819191039,71588.16005007764,71588.16005007764,74257.93652955684,61901.07552863146
