unique_id,metric,Naive,HistoricAverage,WindowAverage,SeasonalNaive,ARIMA,SARIMA,HoltWinters,DynamicOptimizedTheta
IN_S01,mse,837207676.5,187370232.75878906,457261674.5625,608803790.25,187370232.75878906,187370232.75878906,320769271.5418396,236582352.44474792
IN_S02,mse,52085548.25,54166213.75097656,36090795.4375,85178566.5,63832752.763150215,60890857.56538278,29907033.65695548,39661083.00097656
IN_S03,mse,15294086.25,13571382.172851562,15120803.25,18319281.75,15240816.721226037,15240816.721226037,19431458.65427667,13891557.65767765
IN_V03,mse,328735939.25,269947925.75,506052257.9375,2343843571.5,656903341.1039429,1336229327.8644161,955824325.303215,804793096.0473375
IN_V04,mse,150789891.5,36086489.890625,145358469.5,145502887.5,146496677.03225994,146496677.03225994,155019037.7696181,128087036.18741822
IN_V06,mse,14464.5,8164.5,22549.25,26587.5,10241.430338635706,10241.430338635706,17396.54026431841,15584.250010409916
IN_V07,mse,7340.75,57716.19140625,6737.25,13712.25,7340.75,7340.75,6734.159182942472,5015.34995530732
IN_A01,rmse,65977.40329082374,10349.975145322285,56953.03638799691,59819.711389725046,65977.40329082374,65977.40329082374,75399.85905786602,67064.18885935034
IN_A02,rmse,17032.90693774847,15572.42131720896,32405.767035938217,35686.78335882908,21841.198803808824,21841.198803808824,26057.208373610727,21394.67553002747
IN_A03,rmse,1757.2461409831008,883.6968004673605,3969.92786458394,4041.8631223731463,1757.2461409831008,1757.2461409831008,2714.131279028885,1771.989602199428
IN_A04,rmse,7032.57317772094,16011.067873389615,8732.892307964183,6378.280587274286,7032.57317772094,7032.57317772094,7844.957853969663,6946.121961002351
IN_A05,rmse,80.92743663307272,75.30470006289448,132.67323580888498,120.5093357379419,80.92743663307272,80.92743663307272,103.13840272286876,81.35713889155558
IN_A06,rmse,41440.361358221766,60165.6272805861,36671.409092268324,32692.40526100825,38564.08239981976,38564.08239981976,33641.94566561395,37583.93904987799
IN_A07,rmse,33582.60763401198,10626.171679513747,28616.26579521689,30075.694759223767,28948.260645738894,28948.260645738894,31525.724165105177,28107.912438117957
IN_A09,rmse,167.4888055960756,218.09802841841557,268.50791422228133,238.58017520322178,167.4888055960756,167.4888055960756,279.83029459557355,234.95983233241873
IN_A10,rmse,12929.837015600777,25883.84762810885,29543.365142405495,27326.246961483754,12929.837015600777,12929.837015600777,26737.72084545009,13024.672816797323
IN_A11,rmse,2266.7168989531974,12858.805260313116,2122.310121070905,3408.0567776960524,2824.3355954593117,4944.090346613072,2972.4054345933782,2537.259366252622
IN_A12,rmse,17696.95410939408,6791.884683050174,22234.123114876827,21664.655282279477,11388.409716924018,12434.028227564071,21394.8567020608,17788.23012249586
IN_A16,rmse,79.99687493896246,297.25132069723423,122.98678790829526,117.87493372214468,64.38437292105661,122.48538839005481,68.49566510601818,78.53254821543358
IN_B01,rmse,16098.777950515374,10440.168805694966,9439.950079317157,13583.313973401337,16098.777950515374,16098.777950515374,8568.183312152521,14993.343739481517
IN_B02,rmse,890.8070778793801,783.4247954693865,1242.9811945480108,1834.050231046031,909.1039284520228,909.1039284520228,1342.995078821125,913.5175820598096
IN_B03,rmse,14171.482949924472,6641.781063561872,15677.110671293993,15661.799593277907,15357.7151405514,15357.7151405514,9692.967969487683,13862.60159542297
IN_B05,rmse,13490.315322482273,7037.100303439199,14257.49089952366,14400.779510151526,10642.160467258476,10642.160467258476,14861.787314314544,13495.701378613676
IN_B06,rmse,415.62092103261597,266.74572578874154,196.50047709865746,244.65588077951446,265.89976086702603,265.89976086702603,196.15487239413855,258.0721218071877
IN_C01,rmse,24799.13350300772,20240.19329862304,18891.841666775104,18756.636312249593,20240.19329862304,19762.534778687135,20552.006076632497,20344.847396994614
IN_C02,rmse,17533.070395683695,6935.314516401275,15467.19911013303,16106.52995682186,14876.280050490614,17361.42429922377,14918.483254262028,15932.21706722817
IN_C03,rmse,7375.567164632154,8793.494848432792,12593.37880594402,11158.965700278857,10239.54119418598,10239.54119418598,19688.9694587788,8911.870076740879
IN_C04,rmse,25.20912533191106,124.97363784514717,28.1336097932704,30.174492539229224,50.369859034029794,50.369859034029794,25.440167365991517,45.80653915098006
IN_C05,rmse,6708.675614456254,2380.7762933104536,6026.656162417099,8003.248340517743,3304.128141265507,1557.2866461041854,5876.377326112852,5049.577857749814
IN_C07,rmse,9725.620648575596,6352.633693804189,16459.70696314184,15525.260327930093,11670.629401784166,11670.629401784166,16063.004214873963,9764.754433708755
IN_C08,rmse,5476.771357287065,4421.133209092332,9445.946342876397,8568.998585015637,9576.608904933795,9576.608904933795,9716.318729176692,5870.290421853562
IN_C09,rmse,14605.90132446471,10223.150419704596,24487.880966919125,23756.40129522988,14605.90132446471,14605.90132446471,20522.534810122368,14661.968078805407
IN_C10,rmse,9938.498717110146,8917.635585596667,17590.020876551,16398.97434292767,9938.498717110146,9938.498717110146,15929.521924497358,9985.869712256226
IN_D01,rmse,4806.869511438812,7391.279212654198,7100.142709833373,9539.751804947547,7032.536702952533,7032.536702952533,9179.174949847804,6869.413293502733
IN_D02,rmse,994.329547986984,901.6774000656013,1387.4378364452946,1530.423552484736,947.0787241397957,947.0787241397957,810.0597126840471,834.397989726782
IN_D03,rmse,12.747548783981962,231.09307308159188,48.29402136910945,111.58740968406785,217.07502908961462,217.07502908961462,44.27818902590118,24.705176482576054
IN_D04,rmse,8070.132975980012,3716.709295243786,5829.5669811316175,5640.20668947513,8070.132975980012,8070.132975980012,6710.627185765416,6677.876204433036
IN_D05,rmse,1945.5532632133204,2965.5236114452136,1340.9340261549037,1180.2659657890674,1945.5532632133204,1945.5532632133204,2046.961042312332,1899.5340740183335
IN_D06,rmse,10629.461533868967,10697.266941083086,15552.815462561755,15954.564699483342,15323.34337540092,15323.34337540092,16197.370790882467,15379.553913406664
IN_D07,rmse,18813.94934616334,28188.348167117296,19317.15828124054,9878.434453393918,18813.94934616334,18813.94934616334,17947.749094586354,18826.681519603724
IN_D08,rmse,6071.538293546373,2949.876557268965,2842.91469050691,4756.185393779347,2949.876557268965,3177.2606306030407,3207.7831705188732,2850.2473555856827
IN_D10,rmse,23049.024626868704,5195.552899419277,24091.220775159985,24001.36344043813,23049.024626868704,23049.024626868704,25818.25609954444,23034.48594450371
IN_D11,rmse,6193.509869209865,7590.150782389904,4325.830043182465,3103.4063945928833,6193.509869209865,9818.617192452371,4423.0560791571825,6123.5334558109535
IN_G01,rmse,12466.602113246416,14413.107117016843,15248.363410133561,16532.802862793713,14413.107117016843,14413.107117016843,16291.344620245547,14890.505547494893
IN_G02,rmse,8912.05911953012,8912.217917663036,8894.116018469738,9050.513452285455,8912.217917663036,9773.618028058876,7565.409524375627,7417.909226080264
IN_G03,rmse,10186.915197938972,5737.4889327916135,18212.948935784672,17847.03772338704,13243.827844445015,10489.324692530274,19180.399335704496,16247.957633644119
IN_G04,rmse,1866.6224845961756,2069.736510441909,2020.9051189999,1471.0135961302328,1538.398287974011,1538.398287974011,3763.9565756529637,1853.0874049101992
IN_H01,rmse,166.40688086734875,323.6308072697383,298.94428828796845,274.4549143302047,230.609725168408,230.609725168408,125.84132935776289,165.81001419924542
IN_H02,rmse,43639.36580084546,26299.253984952484,34018.989377258105,34305.858326239264,29205.75746015876,25487.07922158726,29934.741932541776,28041.465024072637
IN_H03,rmse,6829.280983383243,7545.019350603188,11882.458825933292,11305.163455253532,6829.280983383243,6829.280983383243,7408.151937734588,7001.662066510706
IN_H04,rmse,174.77485517087405,493.0044143200571,147.35416519392996,128.05174735238876,151.18296199167165,203.33768483070085,149.16431427436487,123.18927851982953
IN_H05,rmse,89.52234357968965,4010.7030244085636,170.17546092195548,197.56644451930595,2900.5591414918363,2537.2983311304733,706.3117831984284,89.52641404965487
IN_J01,rmse,22531.253149791737,50171.091447789935,27122.977150379345,23543.95907658693,22531.253149791737,22531.253149791737,11146.814221103048,22296.25480050195
IN_J02,rmse,4604.693963772185,7739.586106353249,8093.221500119715,11558.353797146028,6620.664797719191,8735.4677804537,10264.781068208706,5862.4288551422105
