State,Enrollment Year,Quarter,Avg_Total_Medicaid_Enrollees
Alabama,2014.0,1.0,1004433.3333333334
Alabama,2014.0,2.0,1026705.0
Alabama,2014.0,3.0,1044615.6666666666
Alabama,2014.0,4.0,1049282.3333333333
Alabama,2015.0,1.0,1049218.0
Alabama,2015.0,2.0,1049405.0
Alabama,2015.0,3.0,1052562.3333333333
Alabama,2015.0,4.0,1047963.6666666666
Alabama,2016.0,1.0,1046428.0
Alabama,2016.0,2.0,1042295.6666666666
Alabama,2016.0,3.0,1037516.6666666666
Alabama,2016.0,4.0,1030187.6666666666
Alabama,2017.0,1.0,1019973.0
Alabama,2017.0,2.0,1016816.0
Alabama,2017.0,3.0,1019782.0
Alabama,2017.0,4.0,1018509.6666666666
Alabama,2018.0,1.0,1020837.6666666666
Alabama,2018.0,2.0,1022330.3333333334
Alabama,2018.0,3.0,1022206.0
Alabama,2018.0,4.0,1029058.0
Alabama,2019.0,1.0,1032761.0
Alabama,2019.0,2.0,1033221.6666666666
Alabama,2019.0,3.0,1043193.3333333334
Alabama,2019.0,4.0,1048775.0
Alabama,2020.0,1.0,1053454.3333333333
Alabama,2020.0,2.0,1073171.0
Alabama,2020.0,3.0,1103095.0
Alabama,2020.0,4.0,1132700.0
Alabama,2021.0,1.0,1157577.6666666667
Alabama,2021.0,2.0,1181693.3333333333
Alabama,2021.0,3.0,1207181.6666666667
Alabama,2021.0,4.0,1230629.0
Alabama,2022.0,1.0,1253956.6666666667
Alabama,2022.0,2.0,1272591.3333333333
Alabama,2022.0,3.0,1295523.6666666667
Alabama,2022.0,4.0,1317604.0
Alabama,2023.0,1.0,1347926.0
Alabama,2023.0,2.0,1369909.0
Alabama,2023.0,3.0,1325098.0
Alabama ,2023.0,4.0,1251657.0
Alabama ,2024.0,1.0,1192647.6666666667
Alabama ,2024.0,2.0,1122485.3333333333
Alabama ,2024.0,3.0,1091271.0
Alabama ,2024.0,4.0,1085180.6666666667
Alaska,2014.0,1.0,107998.33333333333
Alaska,2014.0,2.0,115946.0
Alaska,2014.0,3.0,118862.33333333333
Alaska,2014.0,4.0,120304.33333333333
Alaska,2015.0,1.0,124527.66666666667
Alaska,2015.0,2.0,126642.66666666667
Alaska,2015.0,3.0,120278.66666666667
Alaska,2015.0,4.0,135703.0
Alaska,2016.0,1.0,151430.33333333334
Alaska,2016.0,2.0,157028.0
Alaska,2016.0,3.0,161079.33333333334
Alaska,2016.0,4.0,173380.66666666666
Alaska,2017.0,1.0,180677.66666666666
Alaska,2017.0,2.0,184889.33333333334
Alaska,2017.0,3.0,184185.66666666666
Alaska,2017.0,4.0,193784.66666666666
Alaska,2018.0,1.0,196836.33333333334
Alaska,2018.0,2.0,198563.0
Alaska,2018.0,3.0,205991.0
Alaska,2018.0,4.0,206503.66666666666
Alaska,2019.0,1.0,207064.0
Alaska,2019.0,2.0,205735.33333333334
Alaska,2019.0,3.0,213297.33333333334
Alaska,2019.0,4.0,213974.33333333334
Alaska,2020.0,1.0,215320.0
Alaska,2020.0,2.0,220452.33333333334
Alaska,2020.0,3.0,224144.0
Alaska,2020.0,4.0,231242.33333333334
Alaska,2021.0,1.0,235796.66666666666
Alaska,2021.0,2.0,240709.66666666666
Alaska,2021.0,3.0,242994.66666666666
Alaska,2021.0,4.0,247014.66666666666
Alaska,2022.0,1.0,250337.66666666666
Alaska,2022.0,2.0,252925.33333333334
Alaska,2022.0,3.0,254849.66666666666
Alaska,2022.0,4.0,257069.33333333334
Alaska,2023.0,1.0,259400.33333333334
Alaska,2023.0,2.0,260180.66666666666
Alaska,2023.0,3.0,250610.33333333334
Alaska ,2023.0,4.0,244210.33333333334
Alaska ,2024.0,1.0,243760.33333333334
Alaska ,2024.0,2.0,244265.0
Alaska ,2024.0,3.0,244104.66666666666
Alaska ,2024.0,4.0,239885.66666666666
Amer. Samoa,2017.0,4.0,27898.0
Amer. Samoa,2018.0,1.0,27898.0
Amer. Samoa,2018.0,2.0,27898.0
Amer. Samoa,2018.0,3.0,27898.0
Amer. Samoa,2018.0,4.0,28183.0
Amer. Samoa,2019.0,1.0,28183.0
Amer. Samoa,2019.0,2.0,37829.0
Amer. Samoa,2019.0,3.0,37829.0
Amer. Samoa,2019.0,4.0,35002.0
Amer. Samoa,2020.0,1.0,35002.0
Amer. Samoa,2020.0,2.0,35002.0
Amer. Samoa,2020.0,3.0,35002.0
Amer. Samoa,2020.0,4.0,37756.0
Amer. Samoa,2021.0,1.0,37756.0
Amer. Samoa,2021.0,2.0,37756.0
Amer. Samoa,2021.0,3.0,37756.0
Amer. Samoa,2021.0,4.0,31434.0
Amer. Samoa,2022.0,1.0,31434.0
Amer. Samoa,2022.0,2.0,31434.0
Amer. Samoa,2022.0,3.0,31434.0
Amer. Samoa,2022.0,4.0,33887.0
Amer. Samoa,2023.0,1.0,33887.0
Amer. Samoa,2023.0,2.0,33887.0
Amer. Samoa,2023.0,3.0,33887.0
Amer. Samoa ,2023.0,4.0,33746.0
Amer. Samoa ,2024.0,1.0,33746.0
Amer. Samoa ,2024.0,2.0,33746.0
Amer. Samoa ,2024.0,3.0,33746.0
Amer. Samoa ,2024.0,4.0,31150.0
American Samoa,2014.0,1.0,36726.0
American Samoa,2014.0,2.0,36726.0
American Samoa,2014.0,3.0,36726.0
American Samoa,2014.0,4.0,36726.0
American Samoa,2015.0,1.0,36726.0
American Samoa,2015.0,2.0,36726.0
American Samoa,2015.0,3.0,36726.0
American Samoa,2015.0,4.0,40517.0
American Samoa,2016.0,1.0,40517.0
American Samoa,2016.0,2.0,40517.0
American Samoa,2016.0,3.0,40517.0
American Samoa,2016.0,4.0,41214.0
American Samoa,2017.0,1.0,41214.0
American Samoa,2017.0,2.0,41214.0
American Samoa,2017.0,3.0,41214.0
Arizona,2014.0,1.0,1451044.0
Arizona,2014.0,2.0,1573708.6666666667
Arizona,2014.0,3.0,1686447.6666666667
Arizona,2014.0,4.0,1723678.6666666667
Arizona,2015.0,1.0,1728164.3333333333
Arizona,2015.0,2.0,1754268.3333333333
Arizona,2015.0,3.0,1815228.6666666667
Arizona,2015.0,4.0,1877248.3333333333
Arizona,2016.0,1.0,1896147.3333333333
Arizona,2016.0,2.0,1891561.0
Arizona,2016.0,3.0,1907716.0
Arizona,2016.0,4.0,1942573.0
Arizona,2017.0,1.0,1945027.6666666667
Arizona,2017.0,2.0,1937251.0
Arizona,2017.0,3.0,1931021.3333333333
Arizona,2017.0,4.0,1934234.6666666667
Arizona,2018.0,1.0,1891265.0
Arizona,2018.0,2.0,1867824.0
Arizona,2018.0,3.0,1874902.6666666667
Arizona,2018.0,4.0,1874802.6666666667
Arizona,2019.0,1.0,1877310.0
Arizona,2019.0,2.0,1869703.0
Arizona,2019.0,3.0,1886558.6666666667
Arizona,2019.0,4.0,1889215.6666666667
Arizona,2020.0,1.0,1873437.3333333333
Arizona,2020.0,2.0,1946241.0
Arizona,2020.0,3.0,2022184.6666666667
Arizona,2020.0,4.0,2081176.3333333333
Arizona,2021.0,1.0,2131127.6666666665
Arizona,2021.0,2.0,2178143.3333333335
Arizona,2021.0,3.0,2224804.6666666665
Arizona,2021.0,4.0,2266357.3333333335
Arizona,2022.0,1.0,2302339.3333333335
Arizona,2022.0,2.0,2351818.3333333335
Arizona,2022.0,3.0,2382008.3333333335
Arizona,2022.0,4.0,2420051.3333333335
Arizona,2023.0,1.0,2608516.3333333335
Arizona,2023.0,2.0,2387769.3333333335
Arizona,2023.0,3.0,2406995.6666666665
Arizona ,2023.0,4.0,2180298.0
Arizona ,2024.0,1.0,2174480.0
Arizona ,2024.0,2.0,2168885.3333333335
Arizona ,2024.0,3.0,2145289.0
Arizona ,2024.0,4.0,2089211.3333333333
Arkansas,2014.0,1.0,866722.6666666666
Arkansas,2014.0,2.0,821864.3333333334
Arkansas,2014.0,3.0,842529.0
Arkansas,2014.0,4.0,855266.6666666666
Arkansas,2015.0,1.0,1178006.6666666667
Arkansas,2015.0,2.0,919116.3333333334
Arkansas,2015.0,3.0,917396.6666666666
Arkansas,2015.0,4.0,939481.3333333334
Arkansas,2016.0,1.0,928906.0
Arkansas,2016.0,2.0,882018.3333333334
Arkansas,2016.0,3.0,928853.0
Arkansas,2016.0,4.0,952536.3333333334
Arkansas,2017.0,1.0,954168.0
Arkansas,2017.0,2.0,939271.3333333334
Arkansas,2017.0,3.0,937571.3333333334
Arkansas,2017.0,4.0,931862.6666666666
Arkansas,2018.0,1.0,923930.3333333334
Arkansas,2018.0,2.0,921438.6666666666
Arkansas,2018.0,3.0,911571.3333333334
Arkansas,2018.0,4.0,860208.0
Arkansas,2019.0,1.0,833060.3333333334
Arkansas,2019.0,2.0,825826.6666666666
Arkansas,2019.0,3.0,830106.3333333334
Arkansas,2019.0,4.0,835105.0
Arkansas,2020.0,1.0,832768.6666666666
Arkansas,2020.0,2.0,855881.6666666666
Arkansas,2020.0,3.0,882775.3333333334
Arkansas,2020.0,4.0,911025.0
Arkansas,2021.0,1.0,934674.6666666666
Arkansas,2021.0,2.0,950707.3333333334
Arkansas,2021.0,3.0,969103.3333333334
Arkansas,2021.0,4.0,987616.0
Arkansas,2022.0,1.0,1007158.0
Arkansas,2022.0,2.0,1032172.6666666666
Arkansas,2022.0,3.0,1044947.3333333334
Arkansas,2022.0,4.0,1060932.6666666667
Arkansas,2023.0,1.0,1080359.0
Arkansas,2023.0,2.0,1015619.3333333334
Arkansas,2023.0,3.0,874187.3333333334
Arkansas ,2023.0,4.0,818166.0
Arkansas ,2024.0,1.0,805184.0
Arkansas ,2024.0,2.0,812343.6666666666
Arkansas ,2024.0,3.0,811723.3333333334
Arkansas ,2024.0,4.0,800972.3333333334
California,2014.0,1.0,13365631.666666666
California,2014.0,2.0,13980258.0
California,2014.0,3.0,5529373.666666667
California,2014.0,4.0,14104689.0
California,2015.0,1.0,13960781.666666666
California,2015.0,2.0,13630340.0
California,2015.0,3.0,13316623.0
California,2015.0,4.0,13148939.0
California,2016.0,1.0,13093534.0
California,2016.0,2.0,12764492.0
California,2016.0,3.0,12073575.666666666
California,2016.0,4.0,12032626.0
California,2017.0,1.0,11821194.333333334
California,2017.0,2.0,11688252.0
California,2017.0,3.0,11316818.666666666
California,2017.0,4.0,13109776.333333334
California,2018.0,1.0,13082849.0
California,2018.0,2.0,12987836.333333334
California,2018.0,3.0,12858150.333333334
California,2018.0,4.0,12785341.333333334
California,2019.0,1.0,12712384.333333334
California,2019.0,2.0,12581041.0
California,2019.0,3.0,12562396.666666666
California,2019.0,4.0,12391835.0
California,2020.0,1.0,12218098.0
California,2020.0,4.0,13114364.333333334
California,2021.0,1.0,13393550.333333334
California,2021.0,2.0,13600543.0
California,2021.0,3.0,13803171.0
California,2021.0,4.0,13979532.666666666
California,2022.0,1.0,14198083.0
California,2022.0,2.0,14458082.333333334
California,2022.0,3.0,14723000.333333334
California,2022.0,4.0,14934860.333333334
California,2023.0,1.0,15162012.666666666
California,2023.0,2.0,15345432.666666666
California,2023.0,3.0,15244707.666666666
California ,2023.0,4.0,14836794.333333334
California ,2024.0,1.0,14776719.666666666
California ,2024.0,2.0,14640206.333333334
California ,2024.0,3.0,14860128.0
California ,2024.0,4.0,14868487.666666666
California *,2020.0,2.0,12448511.666666666
California *,2020.0,3.0,12848760.0
Colorado,2014.0,1.0,930054.3333333334
Colorado,2014.0,2.0,1026231.3333333334
Colorado,2014.0,3.0,1088002.3333333333
Colorado,2014.0,4.0,1132798.6666666667
Colorado,2015.0,1.0,1192191.0
Colorado,2015.0,2.0,1231830.0
Colorado,2015.0,3.0,1259514.6666666667
Colorado,2015.0,4.0,1285072.6666666667
Colorado,2016.0,1.0,1314377.3333333333
Colorado,2016.0,2.0,1328980.6666666667
Colorado,2016.0,3.0,1333838.3333333333
Colorado,2016.0,4.0,1339078.6666666667
Colorado,2017.0,1.0,1345945.6666666667
Colorado,2017.0,2.0,1365833.6666666667
Colorado,2017.0,3.0,1362938.0
Colorado,2017.0,4.0,1316861.3333333333
Colorado,2018.0,1.0,1298917.3333333333
Colorado,2018.0,2.0,1286687.0
Colorado,2018.0,3.0,1298391.3333333333
Colorado,2018.0,4.0,1276583.0
Colorado,2019.0,1.0,1254404.0
Colorado,2019.0,2.0,1235000.0
Colorado,2019.0,3.0,1230346.3333333333
Colorado,2019.0,4.0,1217316.0
Colorado,2020.0,1.0,1198636.3333333333
Colorado,2020.0,2.0,1255693.6666666667
Colorado,2020.0,3.0,1325283.3333333333
Colorado,2020.0,4.0,1390572.0
Colorado,2021.0,1.0,1445022.0
Colorado,2021.0,2.0,1483499.0
Colorado,2021.0,3.0,1518333.6666666667
Colorado,2021.0,4.0,1551833.3333333333
Colorado,2022.0,1.0,1587516.3333333333
Colorado,2022.0,2.0,1617074.6666666667
Colorado,2022.0,3.0,1641633.0
Colorado,2022.0,4.0,1672232.6666666667
Colorado,2023.0,1.0,1710726.0
Colorado,2023.0,2.0,1699990.0
Colorado,2023.0,3.0,1581996.0
Colorado ,2023.0,4.0,1434839.6666666667
Colorado ,2024.0,1.0,1265052.3333333333
Colorado ,2024.0,2.0,1151337.3333333333
Colorado ,2024.0,3.0,1163359.3333333333
Colorado ,2024.0,4.0,1188305.6666666667
Connecticut,2014.0,1.0,696880.6666666666
Connecticut,2014.0,2.0,808570.3333333334
Connecticut,2014.0,3.0,836235.6666666666
Connecticut,2014.0,4.0,850072.6666666666
Connecticut,2015.0,1.0,826246.6666666666
Connecticut,2015.0,2.0,818215.0
Connecticut,2015.0,3.0,797339.3333333334
Connecticut,2015.0,4.0,828224.6666666666
Connecticut,2016.0,1.0,848968.0
Connecticut,2016.0,2.0,861268.6666666666
Connecticut,2016.0,3.0,852844.6666666666
Connecticut,2016.0,4.0,892075.3333333334
Connecticut,2017.0,1.0,901842.0
Connecticut,2017.0,2.0,892401.0
Connecticut,2017.0,3.0,890228.6666666666
Connecticut,2017.0,4.0,910168.3333333334
Connecticut,2018.0,1.0,920697.0
Connecticut,2018.0,2.0,925831.3333333334
Connecticut,2018.0,3.0,935486.6666666666
Connecticut,2018.0,4.0,942762.6666666666
Connecticut,2019.0,1.0,951897.3333333334
Connecticut,2019.0,2.0,952741.6666666666
Connecticut,2019.0,3.0,951455.3333333334
Connecticut,2019.0,4.0,951734.6666666666
Connecticut,2020.0,1.0,953966.3333333334
Connecticut,2020.0,2.0,978442.6666666666
Connecticut,2020.0,3.0,998774.6666666666
Connecticut,2020.0,4.0,1031718.3333333334
Connecticut,2021.0,1.0,1063600.3333333333
Connecticut,2021.0,2.0,1079836.6666666667
Connecticut,2021.0,3.0,1113695.0
Connecticut,2021.0,4.0,1132410.6666666667
Connecticut,2022.0,1.0,1109341.3333333333
Connecticut,2022.0,2.0,1121387.6666666667
Connecticut,2022.0,3.0,1143364.3333333333
Connecticut,2022.0,4.0,1159965.6666666667
Connecticut,2023.0,1.0,1179182.6666666667
Connecticut,2023.0,2.0,1180692.0
Connecticut,2023.0,3.0,1147671.6666666667
Connecticut ,2023.0,4.0,1115740.3333333333
Connecticut ,2024.0,1.0,1115899.3333333333
Connecticut ,2024.0,2.0,1093107.3333333333
Connecticut ,2024.0,3.0,1089128.6666666667
Connecticut ,2024.0,4.0,1080103.6666666667
Delaware,2014.0,1.0,196376.0
Delaware,2014.0,2.0,194814.66666666666
Delaware,2014.0,3.0,200071.33333333334
Delaware,2014.0,4.0,203526.66666666666
Delaware,2015.0,1.0,208563.66666666666
Delaware,2015.0,2.0,210104.0
Delaware,2015.0,3.0,211450.66666666666
Delaware,2015.0,4.0,210416.0
Delaware,2016.0,1.0,217853.0
Delaware,2016.0,2.0,203859.0
Delaware,2016.0,3.0,202186.66666666666
Delaware,2016.0,4.0,203195.33333333334
Delaware,2017.0,1.0,207584.33333333334
Delaware,2017.0,2.0,206896.0
Delaware,2017.0,3.0,209295.33333333334
Delaware,2017.0,4.0,211004.66666666666
Delaware,2018.0,1.0,211253.66666666666
Delaware,2018.0,2.0,209852.0
Delaware,2018.0,3.0,211124.0
Delaware,2018.0,4.0,145885.66666666666
Delaware,2019.0,1.0,219247.0
Delaware,2019.0,2.0,204867.33333333334
Delaware,2019.0,3.0,213796.33333333334
Delaware,2019.0,4.0,212259.66666666666
Delaware,2020.0,1.0,213170.33333333334
Delaware,2020.0,2.0,220473.66666666666
Delaware,2020.0,3.0,229183.66666666666
Delaware,2020.0,4.0,236517.33333333334
Delaware,2021.0,1.0,244210.33333333334
Delaware,2021.0,2.0,251002.33333333334
Delaware,2021.0,3.0,257048.33333333334
Delaware,2021.0,4.0,263558.3333333333
Delaware,2022.0,1.0,270390.3333333333
Delaware,2022.0,2.0,276558.0
Delaware,2022.0,3.0,282482.3333333333
Delaware,2022.0,4.0,288277.3333333333
Delaware,2023.0,1.0,292990.6666666667
Delaware,2023.0,2.0,299336.6666666667
Delaware,2023.0,3.0,291172.6666666667
Delaware ,2023.0,4.0,277525.3333333333
Delaware ,2024.0,1.0,261443.0
Delaware ,2024.0,2.0,247045.0
Delaware ,2024.0,3.0,235902.0
Delaware ,2024.0,4.0,233437.0
Dist. Of Col.,2017.0,4.0,263084.6666666667
Dist. Of Col.,2018.0,1.0,263268.6666666667
Dist. Of Col.,2018.0,2.0,260290.66666666666
Dist. Of Col.,2018.0,3.0,260700.33333333334
Dist. Of Col.,2018.0,4.0,260837.0
Dist. Of Col.,2019.0,1.0,260772.0
Dist. Of Col.,2019.0,2.0,259927.66666666666
Dist. Of Col.,2019.0,3.0,262395.0
Dist. Of Col.,2019.0,4.0,262853.6666666667
Dist. Of Col.,2020.0,1.0,255963.0
Dist. Of Col.,2020.0,2.0,259851.0
Dist. Of Col.,2020.0,3.0,266199.0
Dist. Of Col.,2020.0,4.0,259062.0
Dist. Of Col.,2021.0,1.0,263910.6666666667
Dist. Of Col.,2021.0,2.0,267327.3333333333
Dist. Of Col.,2021.0,3.0,270877.0
Dist. Of Col.,2021.0,4.0,275240.3333333333
Dist. Of Col.,2022.0,1.0,279313.6666666667
Dist. Of Col.,2022.0,2.0,283067.3333333333
Dist. Of Col.,2022.0,3.0,329570.0
Dist. Of Col.,2022.0,4.0,290040.3333333333
Dist. Of Col.,2023.0,1.0,293287.3333333333
Dist. Of Col.,2023.0,2.0,295598.0
Dist. Of Col.,2023.0,3.0,291259.6666666667
Dist. Of Col. ,2023.0,4.0,283780.3333333333
Dist. Of Col. ,2024.0,1.0,274578.0
Dist. Of Col. ,2024.0,2.0,267455.0
Dist. Of Col. ,2024.0,3.0,261280.33333333334
Dist. Of Col. ,2024.0,4.0,262671.6666666667
District Of Columbia,2017.0,3.0,260507.66666666666
District of Columbia,2014.0,1.0,227812.66666666666
District of Columbia,2014.0,2.0,235604.66666666666
District of Columbia,2014.0,3.0,239763.0
District of Columbia,2014.0,4.0,242968.66666666666
District of Columbia,2015.0,1.0,248662.0
District of Columbia,2015.0,2.0,249242.0
District of Columbia,2015.0,3.0,249768.0
District of Columbia,2015.0,4.0,242512.0
District of Columbia,2016.0,1.0,246460.0
District of Columbia,2016.0,2.0,246407.66666666666
District of Columbia,2016.0,3.0,239351.0
District of Columbia,2016.0,4.0,247836.0
District of Columbia,2017.0,1.0,253182.0
District of Columbia,2017.0,2.0,257318.66666666666
Florida,2014.0,1.0,3776828.6666666665
Florida,2014.0,2.0,3872654.6666666665
Florida,2014.0,3.0,3921510.6666666665
Florida,2014.0,4.0,3944231.3333333335
Florida,2015.0,1.0,4030842.6666666665
Florida,2015.0,2.0,4040165.3333333335
Florida,2015.0,3.0,3976079.3333333335
Florida,2015.0,4.0,3998873.0
Florida,2016.0,1.0,4016503.6666666665
Florida,2016.0,2.0,4010695.0
Florida,2016.0,3.0,3987996.6666666665
Florida,2016.0,4.0,3998566.0
Florida,2017.0,1.0,4063863.6666666665
Florida,2017.0,2.0,4045939.6666666665
Florida,2017.0,3.0,4008700.0
Florida,2017.0,4.0,4004565.0
Florida,2018.0,1.0,3959854.3333333335
Florida,2018.0,2.0,3889010.0
Florida,2018.0,3.0,3819999.6666666665
Florida,2018.0,4.0,3808965.0
Florida,2019.0,1.0,3761522.6666666665
Florida,2019.0,2.0,3795238.6666666665
Florida,2019.0,3.0,3793870.0
Florida,2019.0,4.0,3770941.0
Florida,2020.0,1.0,3753170.6666666665
Florida,2020.0,2.0,4032456.0
Florida,2020.0,3.0,4236961.666666667
Florida,2020.0,4.0,4432365.666666667
Florida,2021.0,1.0,4613862.0
Florida,2021.0,2.0,4764551.0
Florida,2021.0,3.0,4884479.333333333
Florida,2021.0,4.0,5008524.666666667
Florida,2022.0,1.0,5155968.0
Florida,2022.0,2.0,5212099.0
Florida,2022.0,3.0,5370780.0
Florida,2022.0,4.0,5507253.333333333
Florida,2023.0,1.0,5718928.333333333
Florida,2023.0,2.0,5532479.333333333
Florida,2023.0,3.0,5370780.0
Florida ,2023.0,4.0,4992872.666666667
Florida ,2024.0,1.0,4799019.333333333
Florida ,2024.0,2.0,4326954.666666667
Florida ,2024.0,3.0,4258837.0
Florida ,2024.0,4.0,4178927.0
Georgia,2014.0,1.0,1639532.6666666667
Georgia,2014.0,2.0,1721245.0
Georgia,2014.0,3.0,1776824.3333333333
Georgia,2014.0,4.0,1796793.0
Georgia,2015.0,1.0,1828409.6666666667
Georgia,2015.0,2.0,1843693.6666666667
Georgia,2015.0,3.0,1865862.0
Georgia,2015.0,4.0,1866028.6666666667
Georgia,2016.0,1.0,1862223.6666666667
Georgia,2016.0,2.0,1862089.6666666667
Georgia,2016.0,3.0,1855856.6666666667
Georgia,2016.0,4.0,1833092.3333333333
Georgia,2017.0,1.0,1836004.3333333333
Georgia,2017.0,2.0,1843098.3333333333
Georgia,2017.0,3.0,1865054.0
Georgia,2017.0,4.0,1944540.6666666667
Georgia,2018.0,1.0,1959811.0
Georgia,2018.0,2.0,1956849.6666666667
Georgia,2018.0,3.0,1952723.3333333333
Georgia,2018.0,4.0,1943638.6666666667
Georgia,2019.0,1.0,1958765.0
Georgia,2019.0,2.0,1963102.0
Georgia,2019.0,3.0,1986926.6666666667
Georgia,2019.0,4.0,2038961.0
Georgia,2020.0,1.0,2037565.0
Georgia,2020.0,2.0,2053823.0
Georgia,2020.0,3.0,2125357.3333333335
Georgia,2020.0,4.0,2206010.6666666665
Georgia,2021.0,1.0,2269494.0
Georgia,2021.0,2.0,2302665.3333333335
Georgia,2021.0,3.0,2352917.0
Georgia,2021.0,4.0,2402930.0
Georgia,2022.0,1.0,2445790.0
Georgia,2022.0,2.0,2486655.0
