State,Enrollment Year,Quarter,Avg_Total_Medicaid_Enrollees
Oregon,2019.0,3.0,962710.3333333334
Oregon,2019.0,4.0,968203.0
Oregon,2020.0,1.0,979283.6666666666
Oregon,2020.0,2.0,1021751.0
Oregon,2020.0,3.0,1061010.6666666667
Oregon,2020.0,4.0,1104632.0
Oregon,2021.0,1.0,1143604.6666666667
Oregon,2021.0,2.0,1162912.0
Oregon,2021.0,3.0,1185055.3333333333
Oregon,2021.0,4.0,1206366.0
Oregon,2022.0,1.0,1230270.3333333333
Oregon,2022.0,2.0,1248745.3333333333
Oregon,2022.0,3.0,1275239.6666666667
Oregon,2022.0,4.0,1293361.6666666667
Oregon,2023.0,1.0,1318042.0
Oregon,2023.0,2.0,1341424.3333333333
Oregon,2023.0,3.0,1347756.0
Oregon ,2023.0,4.0,1331191.6666666667
Oregon ,2024.0,1.0,1298126.0
Oregon ,2024.0,2.0,1280102.3333333333
Oregon ,2024.0,3.0,1276308.0
Oregon ,2024.0,4.0,1300680.3333333333
Pennsylvania,2014.0,1.0,2075442.0
Pennsylvania,2014.0,2.0,2102136.6666666665
Pennsylvania,2014.0,3.0,2085016.3333333333
Pennsylvania,2014.0,4.0,2086113.0
Pennsylvania,2015.0,1.0,2376836.0
Pennsylvania,2015.0,2.0,2512299.0
Pennsylvania,2015.0,3.0,2585787.0
Pennsylvania,2015.0,4.0,2642836.6666666665
Pennsylvania,2016.0,1.0,2715743.3333333335
Pennsylvania,2016.0,2.0,2758595.0
Pennsylvania,2016.0,3.0,2789370.3333333335
Pennsylvania,2016.0,4.0,2811331.3333333335
Pennsylvania,2017.0,1.0,2850454.6666666665
Pennsylvania,2017.0,2.0,2849530.3333333335
Pennsylvania,2017.0,3.0,2759163.0
Pennsylvania,2017.0,4.0,2723214.0
Pennsylvania,2018.0,1.0,2744836.3333333335
Pennsylvania,2018.0,2.0,2732714.6666666665
Pennsylvania,2018.0,3.0,2876101.3333333335
Pennsylvania,2018.0,4.0,2858014.0
Pennsylvania,2019.0,1.0,2861822.3333333335
Pennsylvania,2019.0,2.0,2858732.6666666665
Pennsylvania,2019.0,3.0,2844503.6666666665
Pennsylvania,2019.0,4.0,2827303.3333333335
Pennsylvania,2020.0,1.0,2833186.0
Pennsylvania,2020.0,2.0,2929918.0
Pennsylvania,2020.0,3.0,3035281.3333333335
Pennsylvania,2020.0,4.0,3127815.6666666665
Pennsylvania,2021.0,1.0,3214154.6666666665
Pennsylvania,2021.0,2.0,3274376.0
Pennsylvania,2021.0,3.0,3335824.0
Pennsylvania,2021.0,4.0,3402413.3333333335
Pennsylvania,2022.0,1.0,3460141.3333333335
Pennsylvania,2022.0,2.0,3510264.0
Pennsylvania,2022.0,3.0,3563464.0
Pennsylvania,2022.0,4.0,3615802.0
Pennsylvania,2023.0,1.0,3674688.6666666665
Pennsylvania,2023.0,2.0,3681047.3333333335
Pennsylvania,2023.0,3.0,3528116.6666666665
Pennsylvania ,2023.0,4.0,3342062.0
Pennsylvania ,2024.0,1.0,3201595.3333333335
Pennsylvania ,2024.0,2.0,3031064.3333333335
Pennsylvania ,2024.0,3.0,2993647.0
Pennsylvania ,2024.0,4.0,2991915.0
Puerto Rico,2014.0,1.0,1315722.0
Puerto Rico,2014.0,2.0,1227357.6666666667
Puerto Rico,2014.0,3.0,1791646.6666666667
Puerto Rico,2014.0,4.0,1343084.0
Puerto Rico,2015.0,1.0,1128136.3333333333
Puerto Rico,2015.0,2.0,1123700.0
Puerto Rico,2015.0,3.0,1111919.6666666667
Puerto Rico,2015.0,4.0,1322290.3333333333
Puerto Rico,2016.0,1.0,1288133.6666666667
Puerto Rico,2016.0,2.0,1273686.3333333333
Puerto Rico,2016.0,3.0,1278524.3333333333
Puerto Rico,2016.0,4.0,1281075.0
Puerto Rico,2017.0,1.0,1249693.0
Puerto Rico,2017.0,2.0,1261764.3333333333
Puerto Rico,2017.0,3.0,1234244.0
Puerto Rico,2017.0,4.0,1242147.3333333333
Puerto Rico,2018.0,1.0,1262539.6666666667
Puerto Rico,2018.0,2.0,1275169.6666666667
Puerto Rico,2018.0,3.0,1255491.6666666667
Puerto Rico,2018.0,4.0,1231235.3333333333
Puerto Rico,2019.0,1.0,1207282.0
Puerto Rico,2019.0,2.0,1231304.3333333333
Puerto Rico,2019.0,3.0,1161542.6666666667
Puerto Rico,2019.0,4.0,1167571.0
Puerto Rico,2020.0,1.0,1151624.6666666667
Puerto Rico,2020.0,2.0,1162666.6666666667
Puerto Rico,2020.0,3.0,1190864.6666666667
Puerto Rico,2020.0,4.0,1260051.6666666667
Puerto Rico,2021.0,1.0,1388531.3333333333
Puerto Rico,2021.0,2.0,1414378.0
Puerto Rico,2021.0,3.0,1436039.6666666667
Puerto Rico,2021.0,4.0,1438562.3333333333
Puerto Rico,2022.0,1.0,1447054.3333333333
Puerto Rico,2022.0,2.0,1458452.0
Puerto Rico,2022.0,3.0,1473779.6666666667
Puerto Rico,2022.0,4.0,1494320.0
Puerto Rico,2023.0,1.0,1508394.0
Puerto Rico,2023.0,2.0,1525733.0
Puerto Rico,2023.0,3.0,1525904.3333333333
Puerto Rico ,2023.0,4.0,1529332.6666666667
Puerto Rico ,2024.0,1.0,1421092.6666666667
Puerto Rico ,2024.0,2.0,1402269.0
Puerto Rico ,2024.0,3.0,1366627.3333333333
Puerto Rico ,2024.0,4.0,1354819.3333333333
Rhode Island,2014.0,1.0,236095.0
Rhode Island,2014.0,2.0,257892.33333333334
Rhode Island,2014.0,3.0,263271.3333333333
Rhode Island,2014.0,4.0,266400.6666666667
Rhode Island,2015.0,1.0,273303.0
Rhode Island,2015.0,2.0,275432.6666666667
Rhode Island,2015.0,3.0,277181.0
Rhode Island,2015.0,4.0,277133.0
Rhode Island,2016.0,1.0,280390.0
Rhode Island,2016.0,2.0,281826.3333333333
Rhode Island,2016.0,3.0,285220.0
Rhode Island,2016.0,4.0,290357.3333333333
Rhode Island,2017.0,1.0,302152.6666666667
Rhode Island,2017.0,2.0,310248.6666666667
Rhode Island,2017.0,3.0,310419.3333333333
Rhode Island,2017.0,4.0,309330.0
Rhode Island,2018.0,1.0,309026.3333333333
Rhode Island,2018.0,2.0,309148.6666666667
Rhode Island,2018.0,3.0,309060.0
Rhode Island,2018.0,4.0,308324.0
Rhode Island,2019.0,1.0,304989.6666666667
Rhode Island,2019.0,2.0,301080.6666666667
Rhode Island,2019.0,3.0,297897.6666666667
Rhode Island,2019.0,4.0,291180.6666666667
Rhode Island,2020.0,1.0,288143.6666666667
Rhode Island,2020.0,2.0,299125.0
Rhode Island,2020.0,3.0,307870.0
Rhode Island,2020.0,4.0,316760.0
Rhode Island,2021.0,1.0,331100.0
Rhode Island,2021.0,2.0,329581.0
Rhode Island,2021.0,3.0,334515.3333333333
Rhode Island,2021.0,4.0,338846.3333333333
Rhode Island,2022.0,1.0,342095.3333333333
Rhode Island,2022.0,2.0,345802.0
Rhode Island,2022.0,3.0,345624.6666666667
Rhode Island,2022.0,4.0,349166.6666666667
Rhode Island,2023.0,1.0,358693.0
Rhode Island,2023.0,2.0,362387.0
Rhode Island,2023.0,3.0,360578.3333333333
Rhode Island ,2023.0,4.0,346808.3333333333
Rhode Island ,2024.0,1.0,332370.0
Rhode Island ,2024.0,2.0,313946.3333333333
Rhode Island ,2024.0,3.0,308972.0
Rhode Island ,2024.0,4.0,129774.33333333333
South Carolina,2014.0,1.0,1039117.3333333334
South Carolina,2014.0,2.0,1085082.0
South Carolina,2014.0,3.0,1152322.0
South Carolina,2014.0,4.0,1188550.3333333333
South Carolina,2015.0,1.0,1198877.0
South Carolina,2015.0,2.0,1212541.6666666667
South Carolina,2015.0,3.0,1216055.0
South Carolina,2015.0,4.0,1169052.0
South Carolina,2016.0,1.0,1195425.3333333333
South Carolina,2016.0,2.0,1227287.3333333333
South Carolina,2016.0,3.0,1232724.3333333333
South Carolina,2016.0,4.0,1260202.6666666667
South Carolina,2017.0,1.0,1257655.0
South Carolina,2017.0,2.0,1248809.6666666667
South Carolina,2017.0,3.0,1227813.3333333333
South Carolina,2017.0,4.0,1256267.3333333333
South Carolina,2018.0,1.0,1258796.3333333333
South Carolina,2018.0,2.0,1249390.3333333333
South Carolina,2018.0,3.0,1261593.0
South Carolina,2018.0,4.0,1264790.6666666667
South Carolina,2019.0,1.0,1268650.3333333333
South Carolina,2019.0,2.0,1259245.6666666667
South Carolina,2019.0,3.0,1292867.0
South Carolina,2019.0,4.0,1283887.6666666667
South Carolina,2020.0,1.0,1263507.6666666667
South Carolina,2020.0,2.0,1288982.3333333333
South Carolina,2020.0,3.0,1323757.0
South Carolina,2020.0,4.0,1364945.3333333333
South Carolina,2021.0,1.0,1396635.6666666667
South Carolina,2021.0,2.0,1425105.6666666667
South Carolina,2021.0,3.0,1450854.6666666667
South Carolina,2021.0,4.0,1474073.0
South Carolina,2022.0,1.0,1501832.0
South Carolina,2022.0,2.0,1526518.0
South Carolina,2022.0,3.0,1555037.0
South Carolina,2022.0,4.0,1582717.3333333333
South Carolina,2023.0,1.0,1597676.6666666667
South Carolina,2023.0,2.0,1595017.0
South Carolina,2023.0,3.0,1558570.6666666667
South Carolina ,2023.0,4.0,1520844.6666666667
South Carolina ,2024.0,1.0,1479578.6666666667
South Carolina ,2024.0,2.0,1405861.3333333333
South Carolina ,2024.0,3.0,1304406.0
South Carolina ,2024.0,4.0,1282540.6666666667
South Dakota,2014.0,1.0,106393.33333333333
South Dakota,2014.0,2.0,108575.66666666667
South Dakota,2014.0,3.0,107657.33333333333
South Dakota,2014.0,4.0,107943.66666666667
South Dakota,2015.0,1.0,109413.66666666667
South Dakota,2015.0,2.0,109644.33333333333
South Dakota,2015.0,3.0,109359.33333333333
South Dakota,2015.0,4.0,108511.33333333333
South Dakota,2016.0,1.0,108645.66666666667
South Dakota,2016.0,2.0,108252.66666666667
South Dakota,2016.0,3.0,108328.66666666667
South Dakota,2016.0,4.0,107678.66666666667
South Dakota,2017.0,1.0,108108.66666666667
South Dakota,2017.0,2.0,106749.66666666667
South Dakota,2017.0,3.0,106148.0
South Dakota,2017.0,4.0,86679.0
South Dakota,2018.0,1.0,105670.66666666667
South Dakota,2018.0,2.0,105750.66666666667
South Dakota,2018.0,3.0,105072.66666666667
South Dakota,2018.0,4.0,104184.33333333333
South Dakota,2019.0,1.0,104397.0
South Dakota,2019.0,2.0,104330.66666666667
South Dakota,2019.0,3.0,103702.33333333333
South Dakota,2019.0,4.0,102781.66666666667
South Dakota,2020.0,1.0,102919.33333333333
South Dakota,2020.0,2.0,105966.66666666667
South Dakota,2020.0,3.0,110659.66666666667
South Dakota,2020.0,4.0,114365.0
South Dakota,2021.0,1.0,117248.0
South Dakota,2021.0,2.0,119988.0
South Dakota,2021.0,3.0,122718.0
South Dakota,2021.0,4.0,125296.0
South Dakota,2022.0,1.0,127676.33333333333
South Dakota,2022.0,2.0,130301.0
South Dakota,2022.0,3.0,133077.66666666666
South Dakota,2022.0,4.0,134996.0
South Dakota,2023.0,1.0,136963.33333333334
South Dakota,2023.0,2.0,118342.33333333333
South Dakota,2023.0,3.0,109158.66666666667
South Dakota ,2023.0,4.0,112026.66666666667
South Dakota ,2024.0,1.0,117712.33333333333
South Dakota ,2024.0,2.0,123135.0
South Dakota ,2024.0,3.0,130451.0
South Dakota ,2024.0,4.0,135117.33333333334
Tennessee,2014.0,1.0,1351918.6666666667
Tennessee,2014.0,2.0,1417619.6666666667
Tennessee,2014.0,3.0,1451512.0
Tennessee,2014.0,4.0,1495442.0
Tennessee,2015.0,1.0,1540439.3333333333
Tennessee,2015.0,2.0,1574706.3333333333
Tennessee,2015.0,3.0,1614454.6666666667
Tennessee,2015.0,4.0,1646447.0
Tennessee,2016.0,1.0,1683381.0
Tennessee,2016.0,2.0,1709045.6666666667
Tennessee,2016.0,3.0,1722048.6666666667
Tennessee,2016.0,4.0,1716006.6666666667
Tennessee,2017.0,1.0,1674428.6666666667
Tennessee,2017.0,2.0,1597986.6666666667
Tennessee,2017.0,3.0,1576490.0
Tennessee,2017.0,4.0,1614361.3333333333
Tennessee,2018.0,1.0,1620346.3333333333
Tennessee,2018.0,2.0,1587050.0
Tennessee,2018.0,3.0,1518018.0
Tennessee,2018.0,4.0,1509166.3333333333
Tennessee,2019.0,1.0,1542456.0
Tennessee,2019.0,2.0,1582111.6666666667
Tennessee,2019.0,3.0,1590447.0
Tennessee,2019.0,4.0,1581407.0
Tennessee,2020.0,1.0,1587778.6666666667
Tennessee,2020.0,2.0,1588299.0
Tennessee,2020.0,3.0,1633314.0
Tennessee,2020.0,4.0,1653200.0
Tennessee,2021.0,1.0,1682486.0
Tennessee,2021.0,2.0,1708400.3333333333
Tennessee,2021.0,3.0,1733338.0
Tennessee,2021.0,4.0,1758191.6666666667
Tennessee,2022.0,1.0,1782641.6666666667
Tennessee,2022.0,2.0,1804462.0
Tennessee,2022.0,3.0,1829184.6666666667
Tennessee,2022.0,4.0,1854395.6666666667
Tennessee,2023.0,1.0,1880041.3333333333
Tennessee,2023.0,2.0,1902793.6666666667
Tennessee,2023.0,3.0,1870392.6666666667
Tennessee ,2023.0,4.0,1783662.3333333333
Tennessee ,2024.0,1.0,1676300.6666666667
Tennessee ,2024.0,2.0,1571835.3333333333
Tennessee ,2024.0,3.0,1534551.3333333333
Tennessee ,2024.0,4.0,1519717.3333333333
Texas,2014.0,1.0,3928145.0
Texas,2014.0,2.0,4051277.6666666665
Texas,2014.0,3.0,4204354.333333333
Texas,2014.0,4.0,4320708.0
Texas,2015.0,1.0,4329341.666666667
Texas,2015.0,2.0,4287287.666666667
Texas,2015.0,3.0,4295774.666666667
Texas,2015.0,4.0,4317089.0
Texas,2016.0,1.0,4326233.666666667
Texas,2016.0,2.0,4303974.666666667
Texas,2016.0,3.0,4334443.0
Texas,2016.0,4.0,4354205.666666667
Texas,2017.0,1.0,4344626.333333333
Texas,2017.0,2.0,4312748.0
Texas,2017.0,3.0,4318695.666666667
Texas,2017.0,4.0,4336146.666666667
Texas,2018.0,1.0,4305496.333333333
Texas,2018.0,2.0,4262989.0
Texas,2018.0,3.0,4257470.0
Texas,2018.0,4.0,4235451.0
Texas,2019.0,1.0,4206232.0
Texas,2019.0,2.0,4133346.3333333335
Texas,2019.0,3.0,4163431.0
Texas,2019.0,4.0,4150263.3333333335
Texas,2020.0,1.0,4153566.6666666665
Texas,2020.0,2.0,4368488.0
Texas,2020.0,3.0,4586060.0
Texas,2020.0,4.0,4785668.333333333
Texas,2021.0,1.0,4974046.0
Texas,2021.0,2.0,5136213.333333333
Texas,2021.0,3.0,5289274.666666667
Texas,2021.0,4.0,5438542.0
Texas,2022.0,1.0,5584044.333333333
Texas,2022.0,2.0,5770612.0
Texas,2022.0,3.0,5908736.333333333
Texas,2022.0,4.0,6040723.0
Texas,2023.0,1.0,6159680.333333333
Texas,2023.0,2.0,6134666.0
Texas,2023.0,3.0,5695427.666666667
Texas ,2023.0,4.0,4876029.666666667
Texas ,2024.0,1.0,4434492.333333333
Texas ,2024.0,2.0,4450593.0
Texas ,2024.0,3.0,4418336.0
Texas ,2024.0,4.0,4382726.0
Totals,2014.0,1.0,64971135.333333336
Totals,2014.0,2.0,71411369.0
Totals,2014.0,3.0,65013480.666666664
Totals,2014.0,4.0,74179311.0
Totals,2015.0,1.0,75621224.66666667
Totals,2015.0,2.0,76015949.0
Totals,2015.0,3.0,75842467.0
Totals,2015.0,4.0,76079483.0
Totals,2016.0,1.0,76431678.0
Totals,2016.0,2.0,76101115.0
Totals,2016.0,3.0,75597833.33333333
Totals,2017.0,4.0,76709680.0
Totals,2018.0,1.0,76850016.33333333
Totals,2018.0,2.0,76311923.0
Totals,2018.0,3.0,75968262.66666667
Totals,2018.0,4.0,75365189.0
Totals,2019.0,1.0,75135637.33333333
Totals,2019.0,2.0,74699814.33333333
Totals,2019.0,3.0,75050338.66666667
Totals,2019.0,4.0,74629529.66666667
Totals,2020.0,1.0,74484132.33333333
Totals,2020.0,2.0,77113335.66666667
Totals,2020.0,3.0,80150337.66666667
Totals,2020.0,4.0,83539270.33333333
Totals,2021.0,1.0,85403903.0
Totals,2021.0,2.0,87186462.0
Totals,2021.0,3.0,88933198.0
Totals,2021.0,4.0,90786139.66666667
Totals,2022.0,1.0,92438144.66666667
Totals,2022.0,2.0,97548377.0
Totals,2022.0,3.0,95726216.0
Totals,2022.0,4.0,97384179.66666667
Totals,2023.0,1.0,99228847.66666667
Totals,2023.0,2.0,99455050.33333333
Totals,2023.0,3.0,96605624.66666667
Totals,2023.0,4.0,92127726.0
Totals,2024.0,1.0,89214820.0
Totals,2024.0,2.0,86317515.33333333
Totals,2024.0,3.0,85233156.33333333
Totals,2024.0,4.0,84613386.0
Utah,2014.0,1.0,306236.0
Utah,2014.0,2.0,314441.6666666667
Utah,2014.0,3.0,312911.3333333333
Utah,2014.0,4.0,323729.6666666667
Utah,2015.0,1.0,326500.6666666667
Utah,2015.0,2.0,326750.3333333333
Utah,2015.0,3.0,326240.0
Utah,2015.0,4.0,328802.6666666667
Utah,2016.0,1.0,336685.0
Utah,2016.0,2.0,335114.3333333333
Utah,2016.0,3.0,332417.3333333333
Utah,2016.0,4.0,309923.3333333333
Utah,2017.0,1.0,308070.3333333333
Utah,2017.0,2.0,303690.3333333333
Utah,2017.0,3.0,299551.3333333333
Utah,2017.0,4.0,299743.3333333333
Utah,2018.0,1.0,299674.0
Utah,2018.0,2.0,296571.6666666667
Utah,2018.0,3.0,294707.3333333333
Utah,2018.0,4.0,291957.3333333333
Utah,2019.0,1.0,288838.6666666667
Utah,2019.0,2.0,291317.0
Utah,2019.0,3.0,295509.0
Utah,2019.0,4.0,295318.0
Utah,2020.0,1.0,300530.0
Utah,2020.0,2.0,325708.0
Utah,2020.0,3.0,355701.0
Utah,2020.0,4.0,382894.6666666667
Utah,2021.0,1.0,406906.0
Utah,2021.0,2.0,425844.0
Utah,2021.0,3.0,443280.3333333333
Utah,2021.0,4.0,458854.0
Utah,2022.0,1.0,473995.3333333333
Utah,2022.0,2.0,486444.0
Utah,2022.0,3.0,499817.0
Utah,2022.0,4.0,514023.3333333333
Utah,2023.0,1.0,528262.6666666666
Utah,2023.0,2.0,508738.6666666667
Utah,2023.0,3.0,443708.0
Utah ,2023.0,4.0,395997.6666666667
Utah ,2024.0,1.0,359643.0
Utah ,2024.0,2.0,342212.0
Utah ,2024.0,3.0,343621.0
Utah ,2024.0,4.0,344183.3333333333
Vermont,2014.0,1.0,188530.0
Vermont,2014.0,2.0,183802.33333333334
Vermont,2014.0,3.0,186893.33333333334
Vermont,2014.0,4.0,190932.33333333334
Vermont,2015.0,1.0,197509.0
Vermont,2015.0,2.0,201228.66666666666
Vermont,2015.0,3.0,204234.0
Vermont,2015.0,4.0,207348.33333333334
Vermont,2016.0,1.0,209846.33333333334
Vermont,2016.0,2.0,206647.66666666666
Vermont,2016.0,3.0,193595.0
Vermont,2016.0,4.0,187105.66666666666
Vermont,2017.0,1.0,186222.0
Vermont,2017.0,2.0,184515.33333333334
Vermont,2017.0,3.0,179639.0
Vermont,2017.0,4.0,177869.33333333334
Vermont,2018.0,1.0,178669.33333333334
Vermont,2018.0,2.0,177581.33333333334
Vermont,2018.0,3.0,175215.0
Vermont,2018.0,4.0,173151.66666666666
Vermont,2019.0,1.0,170429.0
Vermont,2019.0,2.0,167689.66666666666
Vermont,2019.0,3.0,166330.0
Vermont,2019.0,4.0,163902.0
Vermont,2020.0,1.0,164010.33333333334
Vermont,2020.0,2.0,171085.33333333334
Vermont,2020.0,3.0,176469.33333333334
Vermont,2020.0,4.0,181578.66666666666
Vermont,2021.0,1.0,186046.66666666666
Vermont,2021.0,2.0,189266.33333333334
Vermont,2021.0,3.0,192825.66666666666
Vermont,2021.0,4.0,195328.66666666666
Vermont,2022.0,1.0,197450.0
Vermont,2022.0,2.0,199021.33333333334
Vermont,2022.0,3.0,199773.66666666666
Vermont,2022.0,4.0,201567.66666666666
Vermont,2023.0,1.0,203266.0
Vermont,2023.0,2.0,202144.33333333334
Vermont,2023.0,3.0,192451.33333333334
Vermont ,2023.0,4.0,183689.66666666666
Vermont ,2024.0,1.0,179191.66666666666
Vermont ,2024.0,2.0,173040.66666666666
Vermont ,2024.0,3.0,169597.66666666666
Vermont ,2024.0,4.0,167403.0
Virgin Islands,2014.0,1.0,14008.666666666666
Virgin Islands,2014.0,2.0,14182.333333333334
Virgin Islands,2014.0,3.0,15026.666666666666
Virgin Islands,2014.0,4.0,15631.0
Virgin Islands,2015.0,1.0,14948.0
Virgin Islands,2015.0,2.0,17420.666666666668
Virgin Islands,2015.0,3.0,20365.666666666668
Virgin Islands,2015.0,4.0,22874.333333333332
Virgin Islands,2016.0,1.0,24310.333333333332
Virgin Islands,2016.0,2.0,23526.333333333332
Virgin Islands,2016.0,3.0,22836.333333333332
Virgin Islands,2016.0,4.0,23254.666666666668
Virgin Islands,2017.0,1.0,35483.666666666664
Virgin Islands,2017.0,2.0,23599.666666666668
Virgin Islands,2017.0,3.0,17472.0
Virgin Islands,2017.0,4.0,23084.666666666668
Virgin Islands,2018.0,1.0,24220.0
Virgin Islands,2018.0,2.0,24930.666666666668
Virgin Islands,2018.0,3.0,25298.333333333332
Virgin Islands,2018.0,4.0,26977.666666666668
Virgin Islands,2019.0,1.0,27965.666666666668
Virgin Islands,2019.0,2.0,28831.333333333332
Virgin Islands,2019.0,3.0,29669.333333333332
Virgin Islands,2019.0,4.0,30412.666666666668
Virgin Islands,2020.0,1.0,30956.0
Virgin Islands,2020.0,2.0,31488.333333333332
Virgin Islands,2020.0,3.0,31825.333333333332
Virgin Islands,2020.0,4.0,32921.0
Virgin Islands,2021.0,1.0,33517.333333333336
Virgin Islands,2021.0,2.0,34250.666666666664
Virgin Islands,2021.0,3.0,34369.0
Virgin Islands,2021.0,4.0,35506.333333333336
Virgin Islands,2022.0,1.0,36008.333333333336
Virgin Islands,2022.0,2.0,36630.666666666664
Virgin Islands,2022.0,3.0,37098.666666666664
Virgin Islands,2022.0,4.0,37616.333333333336
Virgin Islands,2023.0,1.0,38014.0
Virgin Islands,2023.0,2.0,38346.0
Virgin Islands,2023.0,3.0,34348.666666666664
Virgin Islands ,2023.0,4.0,29561.666666666668
Virgin Islands ,2024.0,1.0,24875.666666666668
Virgin Islands ,2024.0,2.0,22202.0
Virgin Islands ,2024.0,3.0,21164.333333333332
Virgin Islands ,2024.0,4.0,21718.333333333332
Virginia,2014.0,1.0,880195.6666666666
Virginia,2014.0,2.0,899422.3333333334
Virginia,2014.0,3.0,911691.6666666666
Virginia,2014.0,4.0,927116.0
Virginia,2015.0,1.0,936308.3333333334
Virginia,2015.0,2.0,973966.0
Virginia,2015.0,3.0,987230.6666666666
Virginia,2015.0,4.0,991022.0
Virginia,2016.0,1.0,989684.0
Virginia,2016.0,2.0,996858.6666666666
Virginia,2016.0,3.0,998824.3333333334
Virginia,2016.0,4.0,1007220.6666666666
Virginia,2017.0,1.0,1015235.3333333334
Virginia,2017.0,2.0,1024460.0
Virginia,2017.0,3.0,1032093.3333333334
Virginia,2017.0,4.0,1044684.3333333334
Virginia,2018.0,1.0,1051191.0
Virginia,2018.0,2.0,1064895.6666666667
Virginia,2018.0,3.0,1071450.3333333333
Virginia,2018.0,4.0,1078521.6666666667
Virginia,2019.0,1.0,1397024.0
Virginia,2019.0,2.0,1501650.0
Virginia,2019.0,3.0,1265581.0
Virginia,2019.0,4.0,1298691.0
Virginia,2020.0,1.0,1355946.3333333333
Virginia,2020.0,4.0,1553011.6666666667
Virginia,2021.0,1.0,1614265.6666666667
Virginia,2021.0,2.0,1659633.0
Virginia,2021.0,3.0,1703927.0
Virginia,2021.0,4.0,1752463.3333333333
Virginia,2022.0,1.0,1801892.6666666667
Virginia,2022.0,2.0,1843881.0
Virginia,2022.0,3.0,1879060.3333333333
Virginia,2022.0,4.0,1914615.0
Virginia,2023.0,1.0,1967163.3333333333
Virginia,2023.0,2.0,2000505.3333333333
Virginia,2023.0,3.0,1977884.6666666667
Virginia ,2023.0,4.0,1958230.3333333333
Virginia ,2024.0,1.0,1922857.3333333333
Virginia ,2024.0,2.0,1857178.3333333333
Virginia ,2024.0,3.0,1815563.0
Virginia ,2024.0,4.0,1769046.0
Virginia *,2020.0,2.0,1423071.6666666667
Virginia *,2020.0,3.0,1493293.0
Washington,2014.0,1.0,1476742.0
Washington,2014.0,2.0,1574214.0
Washington,2014.0,3.0,1612223.3333333333
Washington,2014.0,4.0,1656593.6666666667
Washington,2015.0,1.0,1717263.6666666667
Washington,2015.0,2.0,1750599.0
Washington,2015.0,3.0,1768950.0
Washington,2015.0,4.0,1801232.6666666667
Washington,2016.0,1.0,1815201.6666666667
Washington,2016.0,2.0,1810563.3333333333
Washington,2016.0,3.0,1821851.3333333333
Washington,2016.0,4.0,1838410.6666666667
Washington,2017.0,1.0,1844079.3333333333
Washington,2017.0,2.0,1840406.0
Washington,2017.0,3.0,1808352.3333333333
Washington,2017.0,4.0,1798903.0
Washington,2018.0,1.0,1791660.6666666667
Washington,2018.0,2.0,1780286.6666666667
Washington,2018.0,3.0,1766547.6666666667
Washington,2018.0,4.0,1758931.0
Washington,2019.0,1.0,1744601.3333333333
Washington,2019.0,2.0,1731651.6666666667
Washington,2019.0,3.0,1848481.0
Washington,2019.0,4.0,1728988.0
Washington,2020.0,1.0,1727729.6666666667
Washington,2020.0,2.0,1776316.0
Washington,2020.0,3.0,1865729.3333333333
Washington,2020.0,4.0,2517831.3333333335
Washington,2021.0,1.0,1936866.0
Washington,2021.0,2.0,1974011.6666666667
Washington,2021.0,3.0,2012133.6666666667
Washington,2021.0,4.0,2047591.3333333333
Washington,2022.0,1.0,2076990.6666666667
Washington,2022.0,2.0,2113487.6666666665
Washington,2022.0,3.0,2091742.6666666667
Washington,2022.0,4.0,2162891.6666666665
Washington,2023.0,1.0,2186785.6666666665
Washington,2023.0,2.0,2188009.0
Washington,2023.0,3.0,2010282.0
Washington ,2023.0,4.0,1966572.0
Washington ,2024.0,1.0,1918238.0
Washington ,2024.0,2.0,1875257.3333333333
Washington ,2024.0,3.0,1849109.3333333333
Washington ,2024.0,4.0,1851107.0
West Virginia,2014.0,1.0,455816.0
West Virginia,2014.0,2.0,492612.0
West Virginia,2014.0,3.0,510562.3333333333
West Virginia,2014.0,4.0,519080.6666666667
West Virginia,2015.0,1.0,532725.0
West Virginia,2015.0,2.0,541160.0
West Virginia,2015.0,3.0,551085.3333333334
West Virginia,2015.0,4.0,554419.6666666666
West Virginia,2016.0,1.0,564786.6666666666
West Virginia,2016.0,2.0,564358.3333333334
West Virginia,2016.0,3.0,567055.6666666666
West Virginia,2016.0,4.0,570151.0
West Virginia,2017.0,1.0,559069.6666666666
West Virginia,2017.0,2.0,553838.0
West Virginia,2017.0,3.0,550894.3333333334
West Virginia,2017.0,4.0,545364.3333333334
West Virginia,2018.0,1.0,541700.3333333334
West Virginia,2018.0,2.0,538721.0
West Virginia,2018.0,3.0,535796.3333333334
West Virginia,2018.0,4.0,528470.0
West Virginia,2019.0,1.0,523463.3333333333
West Virginia,2019.0,2.0,521719.0
West Virginia,2019.0,3.0,521302.3333333333
West Virginia,2019.0,4.0,519454.6666666667
West Virginia,2020.0,1.0,518100.3333333333
West Virginia,2020.0,2.0,529607.0
West Virginia,2020.0,3.0,549268.6666666666
West Virginia,2020.0,4.0,568717.0
West Virginia,2021.0,1.0,585019.6666666666
West Virginia,2021.0,2.0,597675.6666666666
West Virginia,2021.0,3.0,609320.3333333334
West Virginia,2021.0,4.0,620384.0
West Virginia,2022.0,1.0,630253.6666666666
West Virginia,2022.0,2.0,639011.6666666666
West Virginia,2022.0,3.0,648675.6666666666
West Virginia,2022.0,4.0,657637.0
West Virginia,2023.0,1.0,666473.3333333334
