unique_id,cutoff,metric,LightGBM,XGBoost,RandomForest,Ridge
IN_B02,2022-10-01,rmse,1247604.0821488297,1090287.0273445372,888541.5393082476,1522931.2961087888
IN_B03,2022-10-01,rmse,536106.3248210327,477006.5908613179,538745.7513668737,487534.8775958375
IN_B05,2022-10-01,rmse,14591948.277716668,13576858.149501022,12518793.24609391,12552117.354432713
IN_B06,2022-10-01,rmse,161940.91663407467,179283.84615631858,103737.48614432759,309276.6010111086
IN_C01,2022-10-01,rmse,768052.9956036756,781596.022546562,805737.6929456813,660172.9232138406
IN_C02,2022-10-01,rmse,557753.5997671831,544038.9382448547,572559.4826803739,604713.6438285236
IN_C03,2022-10-01,rmse,744177.5129949102,870643.4503179874,1131915.2003729122,873360.4888343143
IN_C04,2022-10-01,rmse,142406.4163942454,171070.53821639332,8092.389557425454,276096.273551379
IN_C05,2022-10-01,rmse,201655.6152874795,162901.78771701225,158155.72987936853,408577.868607557
IN_C07,2022-10-01,rmse,718286.3002628158,1034923.995211236,693248.7966566813,1099316.2089619236
IN_C08,2022-10-01,rmse,289695.0765237752,274445.54791154613,294395.9030698809,490757.04091275664
IN_C09,2022-10-01,rmse,1578237.6328223818,1728442.102759548,1304853.676073246,1173848.3738924912
IN_C10,2022-10-01,rmse,492658.98395831865,796475.9576548159,508779.9232364242,740312.7906473011
IN_D01,2022-10-01,rmse,332171.33444555773,294929.27424148686,243830.50167387497,223873.6491424965
IN_D02,2022-10-01,rmse,210636.60975342375,172341.85714861425,198992.8570608823,246094.73602677506
IN_D04,2022-10-01,rmse,159937.16248320302,279647.27439886396,210079.43850065547,351277.4575711303
IN_D05,2022-10-01,rmse,91810.9477346326,90476.53524836269,27113.762236361235,234280.3440699737
IN_D06,2022-10-01,rmse,359203.1673510795,319617.8398777184,442856.5303812551,732056.7233418063
IN_D07,2022-10-01,rmse,483728.5476136883,452697.0608275694,485581.68585263635,506503.2097136784
IN_D08,2022-10-01,rmse,1466370.5519007558,1475298.2143340302,1370035.3901537403,1818620.7447350724
IN_D10,2022-10-01,rmse,379672.753474864,362672.4984944494,375232.83527462155,507635.3643151049
IN_D11,2022-10-01,rmse,361131.723825745,393821.65421839774,437536.3219165879,455968.4326276076
IN_G01,2022-10-01,rmse,846416.5015752431,833591.0952856469,817743.2794538396,948391.8899251781
IN_G02,2022-10-01,rmse,670543.6261152023,644133.6049186859,515701.130087286,766869.2920528859
IN_G03,2022-10-01,rmse,315731.5913566118,327045.6707837049,450761.2841832743,337598.01208061713
IN_G04,2022-10-01,rmse,690624.9495178314,781845.3448418018,685793.3293583225,1018922.1582209395
IN_H01,2022-10-01,rmse,150559.5688752571,140838.45775131887,69102.00949950847,298318.0032823614
IN_H02,2022-10-01,rmse,425018.206458121,403098.6496241527,413667.63905274274,483562.32038712443
IN_H03,2022-10-01,rmse,298522.94670764235,339492.1519643191,432098.32638633845,748480.0536035282
IN_H04,2022-10-01,rmse,148584.46781485045,131589.83545069862,1087.605512648826,267819.7828917398
IN_H05,2022-10-01,rmse,131951.38328432007,70111.82044451663,7824.014769435216,270761.8546583143
IN_J01,2022-10-01,rmse,7426907.683631368,3257994.992759226,6711448.002406906,3236185.032059365
IN_J02,2022-10-01,rmse,267033.25890073745,234151.07370544245,184784.27983560014,462254.1863949281
IN_J04,2022-10-01,rmse,132868.8569793675,152262.91480706222,6455.199508896955,264562.7994982469
IN_J05,2022-10-01,rmse,454011.36715364316,434395.1456046282,454072.37553547346,1110261.641445611
IN_J06,2022-10-01,rmse,101032.23419219966,121959.11436404916,69104.96213398692,264643.8185962416
IN_L01,2022-10-01,rmse,113307.80558504522,130176.7416431772,203283.86906234044,402042.0642646496
IN_L02,2022-10-01,rmse,226186.6259306841,283871.00076826214,337182.7762093548,671354.6921268877
IN_L03,2022-10-01,rmse,148445.48871536125,131487.577405814,1013.0542524921988,270654.2327662073
IN_L04,2022-10-01,rmse,264100.8665127724,110698.68600383982,182140.49760824168,494986.38138147607
IN_M01,2022-10-01,rmse,709252.1968040658,823336.432495983,707308.8987992032,690909.3989167942
IN_M02,2022-10-01,rmse,1776815.7239809013,1772223.6191101423,1846572.1430944498,1848512.9661398327
IN_M03,2022-10-01,rmse,1152386.7502172654,1485706.8567397245,1941067.5756937421,1273182.162566229
IN_M04,2022-10-01,rmse,33430.97480973327,24886.13688824726,36201.89174166507,330460.12197590794
IN_M05,2022-10-01,rmse,118220.12910109542,129328.66634610537,18350.95901133083,265934.1338349411
IN_N01,2022-10-01,rmse,80299.62780519476,90296.47400923389,82694.95121613493,308880.1802858064
IN_N02,2022-10-01,rmse,3326215.1791355507,2849788.4349608365,2188435.9765054337,3053519.7661370654
IN_N03,2022-10-01,rmse,3647085.451249276,2781836.368465682,6930334.39780502,2119897.2967129396
IN_N04,2022-10-01,rmse,140110.39186955502,91815.9693620491,95007.42198601083,477593.93438323325
IN_N05,2022-10-01,rmse,1270084.0554127344,1685419.319810792,4959906.603825368,1920853.1586820853
IN_N06,2022-10-01,rmse,3418467.0539074526,3555528.460857117,6548000.204188471,3127748.184616304
IN_N07,2022-10-01,rmse,1045884.1416061213,1056879.2654908404,1405203.494017487,1805390.5563489497
IN_P01,2022-10-01,rmse,37594.754599993044,56911.93466915732,59045.897411295846,338606.17899736075
IN_P02,2022-10-01,rmse,149687.09285627183,136852.06570362163,4822.015090836566,275833.16934638575
IN_P03,2022-10-01,rmse,341310.29728919844,360516.6839380211,270862.48054033547,531318.8250990437
IN_R01,2022-10-01,rmse,1191825.1472062336,1231413.2740018344,1175192.833327741,1312614.2974769375
IN_R02,2022-10-01,rmse,1274591.9101016636,1319129.4683451212,1188456.1386992058,1060906.6969379243
IN_R03,2022-10-01,rmse,1931039.8494304835,3104872.482754299,3664458.9092441495,3981453.5695866863
IN_R05,2022-10-01,rmse,459227.38584152044,509027.1122534894,366914.0977941389,1402314.6827624603
IN_R06,2022-10-01,rmse,1078473.770384333,1097242.0089597048,1734611.0626110088,1834243.6837201365
IN_R07,2022-10-01,rmse,105287.43496049753,45657.39851468167,3508.4416145413293,259584.73213870078
IN_S01,2022-10-01,rmse,1098567.5946631012,1269465.3075367445,1184036.7617581212,1282045.6387966326
IN_S02,2022-10-01,rmse,1272139.2518045525,1290555.5698121733,1030639.7388297918,1003687.9776383435
IN_S03,2022-10-01,rmse,1410151.5428820082,1356075.1770020884,1352814.754264856,1387683.2971555616
IN_V03,2022-10-01,rmse,684777.4773466423,713032.5037964332,710515.6880184646,757113.3075084102
IN_V04,2022-10-01,rmse,494203.9790490276,457479.99895914126,559934.6205803505,806567.0434604129
IN_V07,2022-10-01,rmse,46482.35771696534,62890.49872307214,61639.06183203103,404586.49529553414
