unique_id,ds,cutoff,y,Naive,HistoricAverage,WindowAverage,SeasonalNaive,ARIMA,SARIMA,HoltWinters,DynamicOptimizedTheta
IN_N05,2024-01-01,2023-10-01,18634584.7,18468732.0,15087862.986875,19596909.925,20168145.06,18718787.628709678,18718787.628709678,19143267.089232583,19083680.165738605
IN_N05,2024-04-01,2023-10-01,18384564.47,18468732.0,15087862.986875,19596909.925,20531932.8,18968843.257419355,18968843.257419355,19870743.808954407,19402782.979368832
IN_N05,2024-07-01,2023-10-01,18300842.73,18468732.0,15087862.986875,19596909.925,19218829.84,19218898.886129033,19218898.886129033,19677635.171154972,19361843.356758296
IN_N05,2024-10-01,2023-10-01,16410166.89,18468732.0,15087862.986875,19596909.925,18468732.0,19468954.51483871,19468954.51483871,19599098.87789029,19234485.568523467
IN_N06,2020-01-01,2019-10-01,22003108.35,20737115.6,18624826.354374997,20367570.27,20030906.18,21265998.53307976,21265998.53307976,20798281.308101602,20969630.258787394
IN_N06,2020-04-01,2019-10-01,22294342.58,20737115.6,18624826.354374997,20367570.27,20275788.7,21603438.55296402,21603438.55296402,21846607.491785545,21202138.42384279
IN_N06,2020-07-01,2019-10-01,23916631.39,20737115.6,18624826.354374997,20367570.27,20426470.6,21940878.572848283,21940878.572848283,21276992.232461073,21433408.033518396
IN_N06,2020-10-01,2019-10-01,25034942.04,20737115.6,18624826.354374997,20367570.27,20737115.6,22278318.592732545,22278318.592732545,21874820.207497604,21663167.204124
IN_N06,2021-01-01,2020-10-01,26804529.2,25034942.04,19562312.3015,23312256.089999996,22003108.35,26263184.573211577,25883438.64209151,23320763.9748153,25404896.920293238
IN_N06,2021-04-01,2020-10-01,27519802.02,25034942.04,19562312.3015,23312256.089999996,22294342.58,27447435.215635803,26799356.338900104,24199625.14830368,25807033.093286756
IN_N06,2021-07-01,2020-10-01,27859354.14,25034942.04,19562312.3015,23312256.089999996,23916631.39,28649290.272707615,27623209.021584176,24077906.734617434,26227436.562117223
IN_N06,2021-10-01,2020-10-01,28394955.12,25034942.04,19562312.3015,23312256.089999996,25034942.04,29844100.499254134,28481920.347269084,24719689.076714266,26661743.499025613
IN_N06,2022-01-01,2021-10-01,29366794.82,28394955.12,20909370.27125,27644660.12,26804529.2,28997874.14017871,29083475.105826057,29129369.778861247,28896264.92490695
IN_N06,2022-04-01,2021-10-01,30142854.03,28394955.12,20909370.27125,27644660.12,27519802.02,29600793.160357423,29841604.59102809,29985309.973404694,29413902.85797362
IN_N06,2022-07-01,2021-10-01,30813255.54,28394955.12,20909370.27125,27644660.12,27859354.14,30203712.180536136,30624540.46350946,29945009.682553742,29943966.81108301
IN_N06,2022-10-01,2021-10-01,31438901.46,28394955.12,20909370.27125,27644660.12,28394955.12,30806631.20071485,31394532.508443303,30576837.479495384,30483894.852312196
IN_N06,2023-01-01,2022-10-01,32699475.59,31438901.46,22270953.29857143,30440451.4625,29366794.82,32111499.114018455,32150924.064509407,32168132.636524275,32006357.542346954
IN_N06,2023-04-01,2022-10-01,32982070.75,31438901.46,22270953.29857143,30440451.4625,30142854.03,32784096.76803691,32874351.66278834,33020958.833598237,32584840.976864867
IN_N06,2023-07-01,2022-10-01,30737364.82,31438901.46,22270953.29857143,30440451.4625,30813255.54,33456694.422055364,33603934.243160754,33071775.66166482,33171708.09840114
IN_N06,2023-10-01,2022-10-01,29749695.5,31438901.46,22270953.29857143,30440451.4625,31438901.46,34129292.07607382,34336124.01501125,33702553.65864104,33765438.77446214
IN_N06,2024-01-01,2023-10-01,29568028.15,29749695.5,23429853.094375,31542151.665,32699475.59,30219902.43,30219902.43,30899302.929301064,30269997.27322489
IN_N06,2024-04-01,2023-10-01,29005928.75,29749695.5,23429853.094375,31542151.665,32982070.75,30690109.36,30690109.36,31679404.113213975,30762893.28762474
IN_N06,2024-07-01,2023-10-01,28590031.49,29749695.5,23429853.094375,31542151.665,30737364.82,31160316.29,31160316.29,31441148.793886933,31245457.424571197
IN_N06,2024-10-01,2023-10-01,25649350.14,29749695.5,23429853.094375,31542151.665,29749695.5,31630523.22,31630523.22,31865394.846844923,31719104.58871414
IN_N07,2020-01-01,2019-10-01,932820.826,1719974.132,1427526.2648125,1684710.31125,1165536.823,1719974.132,1719974.132,1799818.3778383904,1725515.2011693185
IN_N07,2020-04-01,2019-10-01,2363127.119,1719974.132,1427526.2648125,1684710.31125,2365451.188,1719974.132,1719974.132,2442325.9338572808,1740796.5055328868
IN_N07,2020-07-01,2019-10-01,2624469.938,1719974.132,1427526.2648125,1684710.31125,1487879.102,1719974.132,1719974.132,1856539.861191476,1755337.7948622247
IN_N07,2020-10-01,2019-10-01,2340636.461,1719974.132,1427526.2648125,1684710.31125,1719974.132,1719974.132,1719974.132,1898508.9930873532,1769245.4666251724
IN_N07,2021-01-01,2020-10-01,1560678.878,2340636.461,1555073.72905,2065263.586,932820.826,2094134.9521457504,1656245.6392643128,1898328.9508425784,2115121.464730014
IN_N07,2021-04-01,2020-10-01,2790421.966,2340636.461,1555073.72905,2065263.586,2363127.119,2094134.9521457504,2488452.343146315,2697351.622757904,2154110.9728800207
IN_N07,2021-07-01,2020-10-01,1872405.024,2340636.461,1555073.72905,2065263.586,2624469.938,2094134.9521457504,2640511.5538535845,2274036.3109856886,2192269.072703851
IN_N07,2021-10-01,2020-10-01,1585933.769,2340636.461,1555073.72905,2065263.586,2340636.461,2094134.9521457504,2475366.4213029174,2255142.2329358975,2229680.780356697
IN_N07,2022-01-01,2021-10-01,2018108.715,1585933.769,1621288.0924166667,1952359.9092500003,1560678.878,1946986.911022367,1840644.5492055682,1918318.8177238028,1647137.8724745992
IN_N07,2022-04-01,2021-10-01,4111884.198,1585933.769,1621288.0924166667,1952359.9092500003,2790421.966,1946986.911022367,2810752.0158271925,2790084.3885061317,2761001.3271410814
IN_N07,2022-07-01,2021-10-01,2072044.302,1585933.769,1621288.0924166667,1952359.9092500003,1872405.024,1946986.911022367,2308231.774628229,2288027.1898536147,2038333.7995522034
IN_N07,2022-10-01,2021-10-01,4297195.812,1585933.769,1621288.0924166667,1952359.9092500003,1585933.769,1946986.911022367,2210184.8090288555,2221029.823700442,2001558.0630278972
IN_N07,2023-01-01,2022-10-01,1957219.536,4297195.812,1836076.6873214287,3124808.2567499997,2018108.715,2504690.8773061926,2499758.042306289,2473538.3537684157,2941609.1427805563
IN_N07,2023-04-01,2022-10-01,2062442.971,4297195.812,1836076.6873214287,3124808.2567499997,4111884.198,3230734.1622980624,3632058.8058983344,3521218.418162181,3017412.650472248
IN_N07,2023-07-01,2022-10-01,1750238.47,4297195.812,1836076.6873214287,3124808.2567499997,2072044.302,3056955.797432146,2680804.560775758,2798921.2244066456,3093136.3834525933
IN_N07,2023-10-01,2022-10-01,1785429.554,4297195.812,1836076.6873214287,3124808.2567499997,4297195.812,3204663.8330346076,3020016.860236371,3061266.56645349,3168795.667890665
IN_N07,2024-01-01,2023-10-01,2334212.319,1785429.554,1842671.1805000002,1888832.6327499999,1957219.536,2206222.428518206,2206222.428518206,2295753.14551264,2421783.02912055
IN_N07,2024-04-01,2023-10-01,2286573.943,1785429.554,1842671.1805000002,1888832.6327499999,2062442.971,2206222.428518206,2206222.428518206,3218396.9903258095,2444028.914190693
IN_N07,2024-07-01,2023-10-01,1955943.216,1785429.554,1842671.1805000002,1888832.6327499999,1750238.47,2206222.428518206,2206222.428518206,2551493.787819917,2465928.8524474017
IN_N07,2024-10-01,2023-10-01,2097478.929,1785429.554,1842671.1805000002,1888832.6327499999,1785429.554,2206222.428518206,2206222.428518206,2788432.0346955108,2487497.7659387067
