index,unique_id,ds,Naive,SeasonalNaive,HistoricAverage,WindowAverage,SARIMAX
804,MI_D10,2025-01-01,40342.0,59381.0,49859.0625,47251.5,61716.95398626107
805,MI_D10,2025-04-01,40342.0,48483.0,49859.0625,47251.5,63049.471412160776
806,MI_D10,2025-07-01,40342.0,40800.0,49859.0625,47251.5,64640.42615017098
807,MI_D10,2025-10-01,40342.0,40342.0,49859.0625,47251.5,64608.55190260968
808,MI_D11,2025-01-01,22764.0,21286.0,18971.875,25617.75,23632.133124239313
809,MI_D11,2025-04-01,22764.0,34099.0,18971.875,25617.75,21351.30561149015
810,MI_D11,2025-07-01,22764.0,24322.0,18971.875,25617.75,21351.30561149015
811,MI_D11,2025-10-01,22764.0,22764.0,18971.875,25617.75,21351.30561149015
812,MI_G01,2025-01-01,10097.0,13989.0,36179.6875,13244.25,16723.875624223794
813,MI_G01,2025-04-01,10097.0,16932.0,36179.6875,13244.25,16723.875624223794
814,MI_G01,2025-07-01,10097.0,11959.0,36179.6875,13244.25,16723.875624223794
815,MI_G01,2025-10-01,10097.0,10097.0,36179.6875,13244.25,16723.875624223794
816,MI_G02,2025-01-01,18445.0,77345.0,53671.75,37346.5,-2997.0498854620528
817,MI_G02,2025-04-01,18445.0,17545.0,53671.75,37346.5,42965.06601177744
818,MI_G02,2025-07-01,18445.0,36051.0,53671.75,37346.5,40231.54930233091
819,MI_G02,2025-10-01,18445.0,18445.0,53671.75,37346.5,50242.65063035957
820,MI_G03,2025-01-01,100444.0,107321.0,109146.75,103689.0,95225.96408351292
821,MI_G03,2025-04-01,100444.0,110370.0,109146.75,103689.0,96951.69636245695
822,MI_G03,2025-07-01,100444.0,96621.0,109146.75,103689.0,98279.97779588238
823,MI_G03,2025-10-01,100444.0,100444.0,109146.75,103689.0,99302.3446994338
824,MI_G04,2025-01-01,56510.0,61128.0,58068.53125,58535.0,56111.778975260895
825,MI_G04,2025-04-01,56510.0,58843.0,58068.53125,58535.0,56111.778975260895
826,MI_G04,2025-07-01,56510.0,57659.0,58068.53125,58535.0,56111.778975260895
827,MI_G04,2025-10-01,56510.0,56510.0,58068.53125,58535.0,56111.778975260895
828,MI_H01,2025-01-01,5062.0,5277.0,5446.625,5227.0,5088.022245154499
829,MI_H01,2025-04-01,5062.0,5402.0,5446.625,5227.0,5186.596751033664
830,MI_H01,2025-07-01,5062.0,5167.0,5446.625,5227.0,5244.253837372403
831,MI_H01,2025-10-01,5062.0,5062.0,5446.625,5227.0,5277.97796893587
832,MI_H02,2025-01-01,58599.0,108339.0,50076.34375,82411.25,67847.3557158163
833,MI_H02,2025-04-01,58599.0,94154.0,50076.34375,82411.25,64201.86971891463
834,MI_H02,2025-07-01,58599.0,68553.0,50076.34375,82411.25,62329.77315627556
835,MI_H02,2025-10-01,58599.0,58599.0,50076.34375,82411.25,61368.37993111332
836,MI_H03,2025-01-01,80879.0,93303.0,112118.28125,86974.75,72433.98616215381
837,MI_H03,2025-04-01,80879.0,89374.0,112118.28125,86974.75,67874.50087911145
838,MI_H03,2025-07-01,80879.0,84343.0,112118.28125,86974.75,63315.01559606909
839,MI_H03,2025-10-01,80879.0,80879.0,112118.28125,86974.75,58755.53031302673
840,MI_H04,2025-01-01,2477.0,2726.0,2239.53125,2617.25,2526.2636935999944
841,MI_H04,2025-04-01,2477.0,2453.0,2239.53125,2617.25,2254.9008429764126
842,MI_H04,2025-07-01,2477.0,2813.0,2239.53125,2617.25,2525.0486462049353
843,MI_H04,2025-10-01,2477.0,2477.0,2239.53125,2617.25,2256.110449906173
844,MI_H05,2025-01-01,398.0,432.0,802.125,412.0,700.894398262594
845,MI_H05,2025-04-01,398.0,407.0,802.125,412.0,748.3985409926897
846,MI_H05,2025-07-01,398.0,411.0,802.125,412.0,783.2471400256879
847,MI_H05,2025-10-01,398.0,398.0,802.125,412.0,808.8117494422326
848,MI_J01,2025-01-01,453696.0,532651.0,423773.09375,455938.5,482259.23984822334
849,MI_J01,2025-04-01,453696.0,445328.0,423773.09375,455938.5,445509.4776619856
850,MI_J01,2025-07-01,453696.0,392079.0,423773.09375,455938.5,426436.81476164924
851,MI_J01,2025-10-01,453696.0,453696.0,423773.09375,455938.5,449124.76341626863
852,MI_J02,2025-01-01,16004.0,17473.0,23303.5,19028.25,26077.351207265798
853,MI_J02,2025-04-01,16004.0,16267.0,23303.5,19028.25,27379.222114099
854,MI_J02,2025-07-01,16004.0,26369.0,23303.5,19028.25,28227.017307980488
855,MI_J02,2025-10-01,16004.0,16004.0,23303.5,19028.25,28779.11251726427
856,MI_J04,2025-01-01,872.0,1125.0,774.59375,938.75,905.1195146693572
857,MI_J04,2025-04-01,872.0,899.0,774.59375,938.75,905.1195146693572
858,MI_J04,2025-07-01,872.0,859.0,774.59375,938.75,905.1195146693572
859,MI_J04,2025-10-01,872.0,872.0,774.59375,938.75,905.1195146693572
860,MI_J05,2025-01-01,36452.0,63633.0,47337.90625,43223.0,53494.306655826935
861,MI_J05,2025-04-01,36452.0,38898.0,47337.90625,43223.0,43780.822610826806
862,MI_J05,2025-07-01,36452.0,33909.0,47337.90625,43223.0,41825.4868759211
863,MI_J05,2025-10-01,36452.0,36452.0,47337.90625,43223.0,42824.97495297566
864,MI_J06,2025-01-01,1100.0,1520.0,1814.53125,1362.75,3181.6328698048214
865,MI_J06,2025-04-01,1100.0,1411.0,1814.53125,1362.75,1697.5880509435974
866,MI_J06,2025-07-01,1100.0,1420.0,1814.53125,1362.75,1496.616709377482
867,MI_J06,2025-10-01,1100.0,1100.0,1814.53125,1362.75,2574.9779645873455
868,MI_J07,2025-01-01,6391.0,47.0,517.125,1744.75,648.6459637016121
869,MI_J07,2025-04-01,6391.0,258.0,517.125,1744.75,648.6459637016121
870,MI_J07,2025-07-01,6391.0,283.0,517.125,1744.75,648.6459637016121
871,MI_J07,2025-10-01,6391.0,6391.0,517.125,1744.75,648.6459637016121
872,MI_L01,2025-01-01,20557.0,21794.0,18157.6875,22183.25,21756.52029674824
873,MI_L01,2025-04-01,20557.0,22811.0,18157.6875,22183.25,21120.5442122481
874,MI_L01,2025-07-01,20557.0,23571.0,18157.6875,22183.25,21412.749000587424
875,MI_L01,2025-10-01,20557.0,20557.0,18157.6875,22183.25,21278.492948497766
876,MI_L02,2025-01-01,9971.0,19183.0,26536.59375,13772.75,18852.280943157715
877,MI_L02,2025-04-01,9971.0,12339.0,26536.59375,13772.75,18852.280943157715
878,MI_L02,2025-07-01,9971.0,13598.0,26536.59375,13772.75,18852.280943157715
879,MI_L02,2025-10-01,9971.0,9971.0,26536.59375,13772.75,18852.280943157715
880,MI_L03,2025-01-01,1146.0,1529.0,2177.53125,1417.75,981.7496992937295
881,MI_L03,2025-04-01,1146.0,1574.0,2177.53125,1417.75,926.3206899074808
882,MI_L03,2025-07-01,1146.0,1422.0,2177.53125,1417.75,870.8916805212316
883,MI_L03,2025-10-01,1146.0,1146.0,2177.53125,1417.75,815.4626711349829
884,MI_L04,2025-01-01,31709.0,34199.0,28547.03125,33626.0,32861.6431697548
885,MI_L04,2025-04-01,31709.0,34794.0,28547.03125,33626.0,32861.6431697548
886,MI_L04,2025-07-01,31709.0,33802.0,28547.03125,33626.0,32861.6431697548
887,MI_L04,2025-10-01,31709.0,31709.0,28547.03125,33626.0,32861.6431697548
888,MI_M01,2025-01-01,153194.0,143972.0,121738.625,146510.25,68106.44804811741
889,MI_M01,2025-04-01,153194.0,127678.0,121738.625,146510.25,94591.1699755279
890,MI_M01,2025-07-01,153194.0,161197.0,121738.625,146510.25,75264.31222325792
891,MI_M01,2025-10-01,153194.0,153194.0,121738.625,146510.25,88509.75997841771
892,MI_M02,2025-01-01,5119.0,3154.0,69985.46875,8834.75,55757.07937425014
893,MI_M02,2025-04-01,5119.0,13811.0,69985.46875,8834.75,70731.43600291664
894,MI_M02,2025-07-01,5119.0,13255.0,69985.46875,8834.75,79374.71727046298
895,MI_M02,2025-10-01,5119.0,5119.0,69985.46875,8834.75,84363.66690766487
896,MI_M03,2025-01-01,137663.0,151228.0,148944.125,144625.25,138262.79547831434
897,MI_M03,2025-04-01,137663.0,146860.0,148944.125,144625.25,139377.52150481922
898,MI_M03,2025-07-01,137663.0,142750.0,148944.125,144625.25,140306.0249741965
899,MI_M03,2025-10-01,137663.0,137663.0,148944.125,144625.25,141079.41562996933
900,MI_M04,2025-01-01,16056.0,17328.0,17402.71875,16681.75,15500.117040926149
901,MI_M04,2025-04-01,16056.0,17002.0,17402.71875,16681.75,15359.829693896541
902,MI_M04,2025-07-01,16056.0,16341.0,17402.71875,16681.75,15373.235939865088
903,MI_M04,2025-10-01,16056.0,16056.0,17402.71875,16681.75,15524.694220422894
904,MI_M05,2025-01-01,5696.0,6447.0,6871.625,6149.75,5773.0995449750135
905,MI_M05,2025-04-01,5696.0,6448.0,6871.625,6149.75,5831.539700504582
906,MI_M05,2025-07-01,5696.0,6008.0,6871.625,6149.75,5885.467221666692
907,MI_M05,2025-10-01,5696.0,5696.0,6871.625,6149.75,5935.230565250172
908,MI_M09,2025-01-01,242.0,268.0,129.10344827586206,265.0,272.21985762952266
909,MI_M09,2025-04-01,242.0,253.0,129.10344827586206,265.0,260.8723975771597
910,MI_M09,2025-07-01,242.0,297.0,129.10344827586206,265.0,277.570423225412
911,MI_M09,2025-10-01,242.0,242.0,129.10344827586206,265.0,305.46226405165316
912,MI_N01,2025-01-01,4555.0,3475.0,6246.65625,5322.0,1103.7031530605368
913,MI_N01,2025-04-01,4555.0,6305.0,6246.65625,5322.0,1641.2234252868889
914,MI_N01,2025-07-01,4555.0,6953.0,6246.65625,5322.0,2056.059014041254
915,MI_N01,2025-10-01,4555.0,4555.0,6246.65625,5322.0,2376.211712625827
916,MI_N02,2025-01-01,501919.0,527004.0,491679.0625,516377.75,493618.7133505796
917,MI_N02,2025-04-01,501919.0,514366.0,491679.0625,516377.75,492133.59026287426
918,MI_N02,2025-07-01,501919.0,522222.0,491679.0625,516377.75,491061.22395383613
919,MI_N02,2025-10-01,501919.0,501919.0,491679.0625,516377.75,490286.89789946383
920,MI_N03,2025-01-01,172555.0,197135.0,207803.15625,190489.25,154234.91968069057
921,MI_N03,2025-04-01,172555.0,193229.0,207803.15625,190489.25,155787.57986682563
922,MI_N03,2025-07-01,172555.0,199038.0,207803.15625,190489.25,157237.7679481655
923,MI_N03,2025-10-01,172555.0,172555.0,207803.15625,190489.25,158592.24685478013
924,MI_N04,2025-01-01,21834.0,25184.0,28875.8125,24106.75,17141.720821598727
925,MI_N04,2025-04-01,21834.0,24540.0,28875.8125,24106.75,15795.861909010806
926,MI_N04,2025-07-01,21834.0,24869.0,28875.8125,24106.75,13865.333700855992
927,MI_N04,2025-10-01,21834.0,21834.0,28875.8125,24106.75,13253.329643551764
928,MI_N05,2025-01-01,465679.0,522427.0,495467.0,506890.5,439417.93734395393
929,MI_N05,2025-04-01,465679.0,512130.0,495467.0,506890.5,439417.93734395393
930,MI_N05,2025-07-01,465679.0,527326.0,495467.0,506890.5,439417.93734395393
931,MI_N05,2025-10-01,465679.0,465679.0,495467.0,506890.5,439417.93734395393
932,MI_N06,2025-01-01,664354.0,773251.0,772876.5625,734494.0,597951.8497665869
933,MI_N06,2025-04-01,664354.0,750675.0,772876.5625,734494.0,607496.6125822992
934,MI_N06,2025-07-01,664354.0,749696.0,772876.5625,734494.0,616098.0292701747
935,MI_N06,2025-10-01,664354.0,664354.0,772876.5625,734494.0,623849.3344065028
936,MI_N07,2025-01-01,41958.0,50657.0,54419.40625,57748.0,50668.75736465796
937,MI_N07,2025-04-01,41958.0,90106.0,54419.40625,57748.0,50668.75736465796
938,MI_N07,2025-07-01,41958.0,48271.0,54419.40625,57748.0,50668.75736465796
939,MI_N07,2025-10-01,41958.0,41958.0,54419.40625,57748.0,50668.75736465796
940,MI_P01,2025-01-01,7162.0,7620.0,13919.9375,7334.5,14903.017331752966
941,MI_P01,2025-04-01,7162.0,7335.0,13919.9375,7334.5,16062.565596547738
942,MI_P01,2025-07-01,7162.0,7221.0,13919.9375,7334.5,16481.035226712534
943,MI_P01,2025-10-01,7162.0,7162.0,13919.9375,7334.5,16632.056824249274
944,MI_P02,2025-01-01,124.0,475.0,159.19354838709677,272.75,197.09288463711158
945,MI_P02,2025-04-01,124.0,96.0,159.19354838709677,272.75,197.09288463711158
946,MI_P02,2025-07-01,124.0,396.0,159.19354838709677,272.75,197.09288463711158
947,MI_P02,2025-10-01,124.0,124.0,159.19354838709677,272.75,197.09288463711158
948,MI_P03,2025-01-01,2400.0,1931.0,4422.0,2215.75,1520.3903457400183
949,MI_P03,2025-04-01,2400.0,2083.0,4422.0,2215.75,1922.1130193514282
950,MI_P03,2025-07-01,2400.0,2449.0,4422.0,2215.75,1809.9455451363747
951,MI_P03,2025-10-01,2400.0,2400.0,4422.0,2215.75,1760.6210243325622
952,MI_R01,2025-01-01,42829.0,71264.0,93245.0,75661.25,90731.89494302486
953,MI_R01,2025-04-01,42829.0,75423.0,93245.0,75661.25,100443.55125215084
954,MI_R01,2025-07-01,42829.0,113129.0,93245.0,75661.25,105878.16267546262
955,MI_R01,2025-10-01,42829.0,42829.0,93245.0,75661.25,108919.35363015457
956,MI_R02,2025-01-01,39912.0,67319.0,44087.8125,56467.75,43101.975446987926
957,MI_R02,2025-04-01,39912.0,57858.0,44087.8125,56467.75,52416.47311542846
958,MI_R02,2025-07-01,39912.0,60782.0,44087.8125,56467.75,47000.30196242287
959,MI_R02,2025-10-01,39912.0,39912.0,44087.8125,56467.75,62325.41843680026
960,MI_R03,2025-01-01,355453.0,361542.0,398135.125,351639.75,410176.18957100133
961,MI_R03,2025-04-01,355453.0,355547.0,398135.125,351639.75,409959.86041813064
962,MI_R03,2025-07-01,355453.0,334017.0,398135.125,351639.75,422044.02911618823
963,MI_R03,2025-10-01,355453.0,355453.0,398135.125,351639.75,404506.8764643733
964,MI_R05,2025-01-01,53007.0,47570.0,60854.78125,43201.75,72822.19068264039
965,MI_R05,2025-04-01,53007.0,37377.0,60854.78125,43201.75,70905.32952607176
966,MI_R05,2025-07-01,53007.0,34853.0,60854.78125,43201.75,71105.38506134156
967,MI_R05,2025-10-01,53007.0,53007.0,60854.78125,43201.75,78651.10769177001
968,MI_R06,2025-01-01,174181.0,189407.0,212689.8125,180823.5,261021.40326920146
969,MI_R06,2025-04-01,174181.0,178125.0,212689.8125,180823.5,264572.58481581585
970,MI_R06,2025-07-01,174181.0,181581.0,212689.8125,180823.5,263620.33880904724
971,MI_R06,2025-10-01,174181.0,174181.0,212689.8125,180823.5,267427.84102478245
972,MI_R07,2025-01-01,591.0,737.0,505.21875,688.75,576.8400695330189
973,MI_R07,2025-04-01,591.0,733.0,505.21875,688.75,576.8400695330189
974,MI_R07,2025-07-01,591.0,694.0,505.21875,688.75,576.8400695330189
975,MI_R07,2025-10-01,591.0,591.0,505.21875,688.75,576.8400695330189
976,MI_S01,2025-01-01,269586.0,262620.0,237797.90625,260412.75,266703.92449766543
977,MI_S01,2025-04-01,269586.0,261507.0,237797.90625,260412.75,258520.91344076028
978,MI_S01,2025-07-01,269586.0,247938.0,237797.90625,260412.75,255882.72781565858
979,MI_S01,2025-10-01,269586.0,269586.0,237797.90625,260412.75,255032.18229591128
980,MI_S02,2025-01-01,27568.0,37427.0,25584.0625,29647.25,25287.85019307049
981,MI_S02,2025-04-01,27568.0,32035.0,25584.0625,29647.25,30865.356356817127
982,MI_S02,2025-07-01,27568.0,21559.0,25584.0625,29647.25,33801.408400528235
983,MI_S02,2025-10-01,27568.0,27568.0,25584.0625,29647.25,27174.469845214335
984,MI_S03,2025-01-01,21236.0,8668.0,15931.6875,13660.75,22767.4403133144
985,MI_S03,2025-04-01,21236.0,19766.0,15931.6875,13660.75,18234.854227084612
986,MI_S03,2025-07-01,21236.0,4973.0,15931.6875,13660.75,23470.64061835399
987,MI_S03,2025-10-01,21236.0,21236.0,15931.6875,13660.75,17481.782991225515
988,MI_V03,2025-01-01,11046.0,50581.0,20635.53125,20341.25,48489.02173297202
989,MI_V03,2025-04-01,11046.0,8301.0,20635.53125,20341.25,48489.02173297202
990,MI_V03,2025-07-01,11046.0,11437.0,20635.53125,20341.25,48489.02173297202
991,MI_V03,2025-10-01,11046.0,11046.0,20635.53125,20341.25,48489.02173297202
992,MI_V04,2025-01-01,24376.0,16276.0,15166.75,24529.0,25351.948365567016
993,MI_V04,2025-04-01,24376.0,32164.0,15166.75,24529.0,22852.785491560822
994,MI_V04,2025-07-01,24376.0,25300.0,15166.75,24529.0,21381.350388311686
995,MI_V04,2025-10-01,24376.0,24376.0,15166.75,24529.0,20515.011789257886
996,MI_V07,2025-01-01,694.0,599.0,434.258064516129,675.75,657.3289477666304
997,MI_V07,2025-04-01,694.0,652.0,434.258064516129,675.75,642.2571819549829
998,MI_V07,2025-07-01,694.0,758.0,434.258064516129,675.75,649.5997541015486
999,MI_V07,2025-10-01,694.0,694.0,434.258064516129,675.75,646.0226440003647
