NDC,record_id,ATC4 Class
00093202631,AK_2024_4_FFSU_00093202631,S01AA
00409379601,AK_2024_4_FFSU_00409379601,S01BC
00173071620,AK_2024_4_FFSU_00173071620,R03AC
00338011703,AK_2024_4_FFSU_00338011703,B05CB
00378623205,AK_2024_4_FFSU_00378623205,N06AB
00006008061,AK_2024_4_FFSU_00006008061,A10BH
00168025815,AK_2024_4_FFSU_00168025815,R03BA
00378110101,AK_2024_4_FFSU_00378110101,C02CA
00168014630,AK_2024_4_FFSU_00168014630,S01BA
00093598527,AK_2024_4_FFSU_00093598527,S01EA
00002773701,AK_2024_4_FFSU_00002773701,A10AC
