cl1,cl2,unique_id,ds,LightGBM,XGBoost,RandomForest,Ridge,Ensemble,,model
,,IN_M03,10/1/2025,5625952.310467577,5.530015e+06,5126819.634712279,4934846.539547559,5310945.564,,#N/A
,,IN_M03,1/1/2026,5687319.929991787,5.725027e+06,5173767.827390026,5026229.438000388,5408405.5289274305,,#N/A
,,IN_M03,4/1/2026,5816428.389,5.6166995e+06,5158797.890972011,5024997.863403374,5408210.645293337,,#N/A
,,IN_M03,7/1/2026,5925353.011048059,5.7105445e+06,5217003.140470786,5002774.558803406,5470794.619675077,,#N/A
,,IN_M03,10/1/2026,5886071.212787907,5.795644e+06,5261263.019964645,4972492.008301621,5488935.032983807,,#N/A
,,IN_M04,1/1/2025,414619.4575201893,477857.44,384569.88885858055,458505.15704662504,431347.39815821586,,#N/A
,,IN_M04,4/1/2025,404099.94245842303,445532.2,369596.9315928053,506114.2119,426412.82095101196,,#N/A
,,IN_M04,7/1/2025,401394.8896205141,445532.2,389957.97799993574,503684.64289999224,431080.56473667873,,#N/A
,,IN_M04,10/1/2025,396028.24216076086,430773,393202.2038522739,503649.41275340796,426946.38928882615,,#N/A
,,IN_M04,1/1/2026,401695.5358,444401.75,407750.9134881324,615456.0850523914,459798.8794632198,,#N/A
,,IN_M04,4/1/2026,386781.2634480177,415864.94,405549.93858902494,656023.728,456911.34502119746,,#N/A
,,IN_M04,7/1/2026,388470.9679121918,415864.94,427444.2945723487,659927.8193864229,464451.8128851345,,#N/A
,,IN_M04,10/1/2026,383104.32045243855,401105.75,417533.72038601857,657106.3814,455943.2807986358,,#N/A
,,IN_M05,1/1/2025,63577.00041,99042.875,38902.84625249504,143551.32162790943,82507.51156,,#N/A
,,IN_M05,4/1/2025,57452.24264731745,117976.54,38093.00340462801,189744.94981247216,95403.66254512232,,#N/A
,,IN_M05,7/1/2025,54747.189809408585,117976.54,37519.79374490254,195193.09294843226,95733.57919988962,,#N/A
,,IN_M05,10/1/2025,49380.54235,103217.32,36711.19855455586,195506.5993020177,90508.93602189173,,#N/A
,,IN_M05,1/1/2026,67971.75770908376,153679.72,38931.640061493374,308626.98847979226,132608.23559426118,,#N/A
,,IN_M05,4/1/2026,57452.24264731745,143783.83,38266.339383442035,352166.1204475865,136597.81583330373,,#N/A
,,IN_M05,7/1/2026,54747.189809408585,143783.83,37596.79838010454,357886.5993272339,136958.07787151742,,#N/A
,,IN_M05,10/1/2026,49380.54235,129024.65,37141.26134828013,356957.0092540126,131570.02484062698,,#N/A
,,IN_N01,1/1/2025,172377.72424936498,184861.53,184540.69743206713,242599.52248133498,193997.63795129934,,#N/A
,,IN_N01,4/1/2025,161858.20918759872,215676.83,157005.70559660584,291527.91890940495,201721.93508758434,,#N/A
,,IN_N01,7/1/2025,159153.15634968985,222978.75,170943.02845003596,296230.4150714581,207912.2050227728,,#N/A
,,IN_N01,10/1/2025,153786.5088899366,208219.53,183741.37038576612,294863.8846650375,206240.1700495303,,#N/A
,,IN_N01,1/1/2026,172377.72424936498,218060.12,189948.0450140812,407830.8304206688,239166.41034721484,,#N/A
,,IN_N01,4/1/2026,161858.20918759872,189523.27,186125.1964730006,450728.7741130844,237391.74688610117,,#N/A
,,IN_N01,7/1/2026,159153.15634968985,189523.27,214807.4648439396,455619.03259601834,246010.73725937842,,#N/A
,,IN_N01,10/1/2026,153786.5088899366,174764.06,189843.2114824071,454106.2012078756,233454.65279259812,,#N/A
,,IN_N02,1/1/2025,24460070.920242462,2.373153e+07,23976753.111820906,22567601.767454237,23733432.61282427,,#N/A
,,IN_N02,4/1/2025,24460070.920242462,2.373153e+07,23406409.56260794,22935282.252511498,23647864.652614973,,#N/A
,,IN_N02,7/1/2025,24694001.200348217,2.471441e+07,23721293.305557463,22198175.999870338,23887791.225241516,,#N/A
,,IN_N02,10/1/2025,24984252.623614643,2.4780342e+07,23680913.528073255,22200775.17348298,23964924.47434373,,#N/A
,,IN_N02,1/1/2026,24340943.229325198,2.4545934e+07,23554884.24049266,22258951.46942226,23723296.119500037,,#N/A
,,IN_N02,4/1/2026,24340943.229325198,2.4572946e+07,23697175.809314582,22062639.974906784,23729198.746253647,,#N/A
,,IN_N02,7/1/2026,24372072.911874343,2.4622226e+07,23695409.947270587,21941220.727901418,23722964.424493514,,#N/A
,,IN_N02,10/1/2026,24372072.911874343,2.4687256e+07,23695409.947270583,21811869.036369532,23711867.968328763,,#N/A
,,IN_N03,1/1/2025,14068589.282678505,1.3179042e+07,14762019.361552516,14124421.343370257,14054530.79473979,,14762019.361552516
,,IN_N03,4/1/2025,12422083.043576766,1.3905795e+07,15145643.037870586,14143975.532845797,13947433.440410618,,15145643.037870586
,,IN_N03,7/1/2025,12593595.414234463,1.3987555e+07,15073499.966214808,13938168.78,13945792.14170946,,15073499.966214808
,,IN_N03,10/1/2025,11901074.662582599,1.3230126e+07,14428393.419415105,13882742.40141213,13386218.037155092,,14428393.419415105
,,IN_N03,1/1/2026,11173418.416537754,1.2673105e+07,14957123.983821223,13918469.256197365,13225516.941428665,,14957123.983821223
,,IN_N03,4/1/2026,10997528.993513042,1.1850758e+07,15070557.182750616,13851787.54112714,12992357.022433177,,15070557.182750616
,,IN_N03,7/1/2026,11031902.623639386,1.1418116e+07,15026145.36114906,13771475.137292054,12861395.122788286,,15026145.36114906
,,IN_N03,10/1/2026,10884451.526702035,1.1040122e+07,14924946.390673595,13682968.574749712,12681420.362073109,,14924946.390673595
,,IN_N04,1/1/2025,1191355.7736048524,1.3207688e+06,1386932.4061365547,1307976.033792123,1305183.197,,#N/A
,,IN_N04,4/1/2025,1342455.7685970159,1.3538904e+06,1467558.922485922,1356632.5021328125,1384326.3436577693,,#N/A
,,IN_N04,7/1/2025,1422760.2089910517,1.344828e+06,1484301.7598646055,1339127.2813797763,1402892.6343937658,,#N/A
,,IN_N04,10/1/2025,1393313.5965588868,1.3300689e+06,1469207.316388701,1336014.216443256,1386901.157354543,,#N/A
,,IN_N04,1/1/2026,1421021.4785849366,1.3557832e+06,1513879.7504229192,1443592.4147935745,1435999.044409704,,#N/A
,,IN_N04,4/1/2026,1434054.5410536642,1.4614921e+06,1522789.3350353292,1477114.755539482,1475679.7533224714,,#N/A
,,IN_N04,7/1/2026,1418425.566507433,1.5450388e+06,1538284.4244641615,1475815.8083869612,1497161.9010542992,,#N/A
,,IN_N04,10/1/2026,1405450.8830997215,1.5345726e+06,1544677.7448530386,1467748.7378921497,1491434.4525537698,,#N/A
,,IN_N05,1/1/2025,17146225.045926157,1.5316427e+07,16064395.961231029,16874995.247469734,16314185.224692103,,16064395.961231029
,,IN_N05,4/1/2025,17105337.60303593,1.4139578e+07,15181936.567716975,16988847.410043817,15776763.876432553,,15181936.567716975
,,IN_N05,7/1/2025,16941876.360142514,1.4512268e+07,15527657.465125006,16631629.543375604,15854114.451885834,,15527657.465125006
,,IN_N05,10/1/2025,16304469.814573169,1.550444e+07,15117054.617687862,16589526.14532393,15821372.37617961,,15117054.617687862
,,IN_N05,1/1/2026,16170414.265261075,1.4224412e+07,15093177.834434448,16629059.789390745,15465795.436083365,,15093177.834434448
,,IN_N05,4/1/2026,16188394.337768285,1.2838467e+07,14838405.02808215,16523591.374672782,15023589.149039488,,14838405.02808215
,,IN_N05,7/1/2026,16292572.990911588,1.4367484e+07,14929380.272659874,16429208.692226756,15442450.954226475,,14929380.272659874
,,IN_N05,10/1/2026,16081768.106186863,1.6049246e+07,14963525.603761096,16326781.184425117,15804361.443738433,,14963525.603761096
,,IN_N06,1/1/2025,24460070.920242462,2.4392638e+07,27016621.233900644,26345589.304385837,25579518.52701401,,#N/A
,,IN_N06,4/1/2025,24460070.920242462,2.356709e+07,26581642.753616486,26466892.424956124,25271314.729280904,,#N/A
,,IN_N06,7/1/2025,24694001.200348217,2.3888866e+07,26575372.58806179,25908230.566342264,25289565.870534528,,#N/A
,,IN_N06,10/1/2025,24372072.911874343,2.5269074e+07,26477648.275479402,25848924.515390247,25519038.322397884,,#N/A
,,IN_N06,1/1/2026,24340943.229325198,2.4734468e+07,26497862.83520533,25842397.26153084,25380420.222903755,,#N/A
,,IN_N06,4/1/2026,24340943.229325198,2.4897686e+07,26497862.83520534,25653108.258346695,25381414.5,,#N/A
,,IN_N06,7/1/2026,24372072.911874343,2.4607268e+07,26477648.275479402,25503397.988381505,25277833.16622576,,#N/A
,,IN_N06,10/1/2026,24372072.911874343,2.4687256e+07,26477648.27547941,25343005.742915228,25263909.92,,#N/A
,,IN_N07,1/1/2025,2127566.003410279,2.3103332e+06,2238775.7987850844,2206259.8334319536,2222575.0419256543,,#N/A
,,IN_N07,4/1/2025,2290504.4436117853,2.4292445e+06,2444335.068892131,2186102.969818491,2347599.3760268334,,#N/A
,,IN_N07,7/1/2025,2389925.9311499037,2.3528645e+06,2537900.5498862793,2202374.5848726174,2383104.529059919,,#N/A
,,IN_N07,10/1/2025,2387547.271392907,2.3461532e+06,2629003.7659770986,2192131.245,2404819.4107745714,,#N/A
,,IN_N07,1/1/2026,2418714.9587146197,2.3939852e+06,2772035.0840960303,2283172.8675814695,2485114.2906692727,,#N/A
,,IN_N07,4/1/2026,2325075.0065880674,2.3747998e+06,2772366.309830419,2316897.374213344,2464473.8333018376,,#N/A
,,IN_N07,7/1/2026,2322369.9537501587,2.4043602e+06,2747369.8545315857,2310106.729742955,2462661.7887199745,,#N/A
,,IN_N07,10/1/2026,2307757.785782981,2.3591548e+06,2756883.486657352,2294612.232655637,2447048.6156160957,,#N/A
,,IN_P01,1/1/2025,414619.4575201893,477857.44,357491.86231272924,432322.93504151015,417986.1923538064,,#N/A
,,IN_P01,4/1/2025,404099.94245842303,445532.2,333468.12876216695,476206.9725745795,409656.6980225831,,#N/A
,,IN_P01,7/1/2025,401394.8896205141,445532.2,382175.91394811193,476062.3599807477,422958.11406389996,,#N/A
,,IN_P01,10/1/2025,396028.24216076086,430773,366017.76239167736,476342.67838210985,413314.98294492695,,#N/A
,,IN_P01,1/1/2026,401695.5358,444401.75,382893.9089147412,587669.6528550982,446734.1560254106,,#N/A
,,IN_P01,4/1/2026,386781.2634480177,415864.94,388682.3047024137,628726.3548748032,446246.958,,#N/A
,,IN_P01,7/1/2026,388470.9679121918,415864.94,395462.91962138936,632855.9328,449491.82255185547,,#N/A
,,IN_P01,10/1/2026,383104.32045243855,401105.75,394843.0392927942,630107.9559481131,443669.06601199805,,#N/A
,,IN_P02,1/1/2025,33537.06931301678,73368.45,2270.529529587964,113379.50591104661,51650.24834397987,,#N/A
,,IN_P02,4/1/2025,27412.31155333352,81757.19,1724.7827108314639,158496.96612716097,61722.867003234285,,#N/A
,,IN_P02,7/1/2025,40750.076286473166,88175.39,1778.4132352272663,165668.76934577175,68176.80109040413,,#N/A
,,IN_P02,10/1/2025,35383.42882671996,73416.19,1732.0968632134275,165809.8749537861,63134.502752613706,,#N/A
,,IN_P02,1/1/2026,67971.75770908376,120565.21,2086.6113404380603,278882.24751969567,107295.85421081354,,#N/A
,,IN_P02,4/1/2026,57452.24264731745,92028.37,1873.9782669209728,322857.81288954883,106788.38303286536,,#N/A
,,IN_P02,7/1/2026,54747.189809408585,92028.37,1874.0270261189557,328729.0435617474,107373.20648950618,,#N/A
,,IN_P02,10/1/2026,49380.54235,77269.164,1776.7620720937034,327951.0255178878,102120.41383184803,,#N/A
,,IN_P03,1/1/2025,534671.1557,567628.2,600407.4550927943,445350.03245487134,542875.7433388389,,#N/A
,,IN_P03,4/1/2025,525071.7821237558,565669.75,583657.5117557864,508419.2302072012,548640.7108,,#N/A
,,IN_P03,7/1/2025,593950.7828103795,542296.4,544184.7770484166,495141.3976253818,545513.7217122127,,#N/A
,,IN_P03,10/1/2025,548484.9524184336,533085.44,573795.2837916707,496137.17148130166,540705.1535338813,,#N/A
,,IN_P03,1/1/2026,513983.69009547884,562215.75,546899.1481,610660.0841,556256.8522342115,,#N/A
,,IN_P03,4/1/2026,504384.31652373186,538084.75,541702.8112350346,649621.3389202601,554590.8559879189,,#N/A
,,IN_P03,7/1/2026,483671.1553226833,533678.8,535188.5782170842,653621.5107317085,547353.6790573867,,#N/A
,,IN_P03,10/1/2026,437211.47910100635,518920.06,525126.8579,651294.8676190074,528785.9007336367,,#N/A
,,IN_R01,1/1/2025,2070332.836789717,1.9152279e+06,2180976.0402319017,1883705.8803788458,2023089.2384004532,,#N/A
,,IN_R01,4/1/2025,2066701.6506933714,1.9803765e+06,2251424.826777372,1964237.004243914,2076098.1747465704,,#N/A
,,IN_R01,7/1/2025,2117472.9871818665,2.0203556e+06,2415432.696982829,1986277.7868837398,2150558.6334750354,,#N/A
,,IN_R01,10/1/2025,2048858.1943048819,2.0725851e+06,2516140.5792156765,1947193.8965572491,2167498.741234007,,#N/A
,,IN_R01,1/1/2026,2284483.7822514144,2.194412e+06,2655252.638419279,2054184.8838930526,2319161.077454402,,#N/A
,,IN_R01,4/1/2026,2231157.6912378184,2.277821e+06,2812510.5333860116,2091090.654142411,2380206.5895947255,,#N/A
,,IN_R01,7/1/2026,2410462.351525487,2.3498545e+06,2791965.8464684696,2080824.0634685096,2434517.6207026276,,#N/A
,,IN_R01,10/1/2026,2386048.8725036024,2.3653655e+06,2741532.186722615,2068939.4553270736,2415405.176335025,,#N/A
,,IN_R02,1/1/2025,1259800.909764938,1.4166338e+06,1508202.830594739,1142979.4994213434,1346010.2517147178,,#N/A
,,IN_R02,4/1/2025,1441909.852277481,1.5724315e+06,1724489.7616879563,1085607.6752560453,1480249.673919513,,#N/A
,,IN_R02,7/1/2025,1477884.9841794877,1.5520202e+06,1545696.626572815,1039497.1591763261,1422731.895,,#N/A
,,IN_R02,10/1/2025,1496778.1460172217,1.5942601e+06,1738654.701645542,1084300.419649264,1503083.6205416133,,#N/A
,,IN_R02,1/1/2026,1530805.427750456,1.6799392e+06,1673292.1063317573,1178978.5131134859,1534549.258482238,,#N/A
,,IN_R02,4/1/2026,1543838.490219184,1.6829865e+06,1709120.527104768,1208238.0429571762,1555062.7179483785,,#N/A
,,IN_R02,7/1/2026,1541133.437381275,1.660052e+06,1624559.6268216916,1216078.7719252221,1525957.296196006,,#N/A
,,IN_R02,10/1/2026,1519500.4908583553,1.6430545e+06,1598578.115,1207806.9331526998,1507095.3960379167,,#N/A
,,IN_R03,1/1/2025,11214042.938826509,1.154474e+07,11758329.538022805,10952593.072090598,11398495.282430327,,11758329.538022805
,,IN_R03,4/1/2025,12271411.062326869,1.1521221e+07,12187296.53144916,10924431.29705675,11770256.703782415,,12187296.53144916
,,IN_R03,7/1/2025,12436094.604470659,1.1616029e+07,12891077.647713633,10896777.415322572,12031197.62532544,,12891077.647713633
,,IN_R03,10/1/2025,12952584.91316794,1.1676585e+07,12980602.99755349,10805420.591251144,12180007.316146998,,12980602.99755349
,,IN_R03,1/1/2026,13092267.44161473,1.1726702e+07,12951947.721873485,10845453.190585086,12227396.773802485,,12951947.721873485
,,IN_R03,4/1/2026,12700633.17192132,1.1547909e+07,12859877.212376427,10824451.811925262,12054727.201523988,,12859877.212376427
,,IN_R03,7/1/2026,12886471.469437243,1.2230722e+07,12910295.76708785,10756713.907531118,12273453.537627313,,12910295.76708785
,,IN_R03,10/1/2026,12469908.22540947,1.2248705e+07,13074802.355743296,10685212.121696707,12207448.83440259,,13074802.355743296
,,IN_R05,1/1/2025,3573548.2409198363,3.736816e+06,3685710.3633003216,3938592.8358223443,3724910.595701648,,#N/A
,,IN_R05,4/1/2025,3606445.977457555,3.8436772e+06,3706525.7124321307,3853948.836482148,3748018.0533037717,,#N/A
,,IN_R05,7/1/2025,3724268.6408155942,3.9192528e+06,3644719.3857336636,3908887.9580696067,3790118.6825626055,,#N/A
,,IN_R05,10/1/2025,3565111.823699923,3.8019512e+06,3702805.203265004,3878394.495,3731411.4281218834,,#N/A
,,IN_R05,1/1/2026,3632553.765714517,3.7227782e+06,3671580.7065165713,3948205.0253092395,3733876.6915164255,,#N/A
,,IN_R05,4/1/2026,3605614.820530453,3.8296395e+06,3662673.9844212914,3978331.391774026,3758160.0034159124,,#N/A
,,IN_R05,7/1/2026,3610657.3808832616,3.8393105e+06,3674450.090434174,3959359.9739618837,3761192.7075252263,,#N/A
,,IN_R05,10/1/2026,3630611.5568185262,3.8057398e+06,3694095.6066074306,3931012.102169907,3757212.483456845,,#N/A
,,IN_R06,1/1/2025,6027512.287052906,6.1594645e+06,4814014.310339838,4862857.361222399,5463997.1476126565,,#N/A
,,IN_R06,4/1/2025,6104321.598731702,5.69956e+06,5055127.784131676,4966699.256031528,5457884.023972672,,#N/A
,,IN_R06,7/1/2025,5740211.617231965,5.76706e+06,5144777.754786205,4800075.833070446,5375554.484,,#N/A
,,IN_R06,10/1/2025,5789851.140160924,5.8880195e+06,5268208.500404736,4810981.665564563,5456207.058181487,,#N/A
,,IN_R06,1/1/2026,6283308.950527199,6.580528e+06,5468913.336376704,4911983.295667397,5832304.12,,#N/A
,,IN_R06,4/1/2026,6278776.759100007,6.5336195e+06,5500788.004057896,4902510.32,5826452.096798563,,#N/A
,,IN_R06,7/1/2026,6204409.429800926,6.548953e+06,5602587.0796365775,4883109.039016204,5837140.455,,#N/A
,,IN_R06,10/1/2026,6113058.321910052,6.6283565e+06,5593251.225324174,4855251.947623445,5826127.314357758,,#N/A
,,IN_R07,1/1/2025,63577.00041,113057.836,58572.83866837996,172643.5907343466,97908.53286566539,,#N/A
,,IN_R07,4/1/2025,53057.48534523444,117976.54,57593.622528146225,216624.71540681762,105653.33263960693,,#N/A
,,IN_R07,7/1/2025,50352.432507325575,117976.54,59152.78950066821,223784.88059995812,106960.89586890684,,#N/A
,,IN_R07,10/1/2025,49380.54235,103217.32,58144.96065109061,223561.8187370346,102647.10281798473,,#N/A
,,IN_R07,1/1/2026,67971.75770908376,153679.72,59175.085025397144,336120.7221201209,144284.66381901954,,#N/A
,,IN_R07,4/1/2026,57452.24264731745,143783.83,59670.64782621348,379765.42135664716,148630.36814462912,,#N/A
,,IN_R07,7/1/2026,54747.189809408585,143783.83,58489.06714954139,385261.17314944713,148795.5852,,#N/A
,,IN_R07,10/1/2026,49380.54235,129024.65,59157.813651131175,384081.58001165325,143677.37643575564,,#N/A
,,IN_S01,1/1/2025,5491237.527209443,5.7552355e+06,5480446.890630489,5505722.519404313,5558070.629778805,,#N/A
,,IN_S01,4/1/2025,5417052.752065054,5.7897615e+06,5485588.629239649,5439861.798876654,5535984.923070253,,#N/A
,,IN_S01,7/1/2025,5596748.3244476905,5.9743265e+06,5547398.069657327,5442222.472679947,5645245.854356132,,#N/A
,,IN_S01,10/1/2025,5423665.257409143,5.9627515e+06,5540018.183081584,5413510.742336692,5591444.873048827,,#N/A
,,IN_S01,1/1/2026,5524301.097914462,6.324811e+06,5558528.809262788,5478928.315949354,5727169.772487139,,#N/A
,,IN_S01,4/1/2026,5494904.636582504,6.0817645e+06,5580824.858320292,5492133.580640672,5667608.247783231,,#N/A
,,IN_S01,7/1/2026,5468455.2784052985,6.0035435e+06,5583874.046998012,5464554.675834412,5636286.72,,#N/A
,,IN_S01,10/1/2026,5503882.370944998,5.966184e+06,5565345.770192827,5427170.894794673,5622261.744930769,,#N/A
,,IN_S02,1/1/2025,1155145.3573138735,1.2685152e+06,784099.7077,823437.7053896132,1006532.4898425529,,#N/A
,,IN_S02,4/1/2025,774616.6185558739,335121.2,646832.4097923514,1509934.2291236906,783290.9782027961,,#N/A
,,IN_S02,7/1/2025,559524.4768589986,163625.86,1145971.885712934,1067467.4821850532,736056.3080712872,,#N/A
,,IN_S02,10/1/2025,840636.1768,743068.9,1275892.1224833413,1091930.851099547,994569.499,,#N/A
,,IN_S02,1/1/2026,931249.3200361001,810116.5,1360348.603,1311124.5503197967,1104844.7510269454,,#N/A
,,IN_S02,4/1/2026,951904.6737744679,827334.44,1379563.1868413682,1282058.3520174078,1113620.690808757,,#N/A
,,IN_S02,7/1/2026,949199.6209,899769.94,1357615.444982988,1282144.509487577,1125006.7161017044,,#N/A
,,IN_S02,10/1/2026,916956.8372859743,903060,1349965.4175963465,1293907.9434949262,1118206.3158222444,,#N/A
,,IN_S03,1/1/2025,1001791.3668481841,1.3128122e+06,649688.5565575308,1947133.8786124247,1180791.3011139212,,#N/A
,,IN_S03,4/1/2025,783133.1638620901,1.1401636e+06,701682.9917,1901040.221384307,1088339.1989886803,,#N/A
,,IN_S03,7/1/2025,534696.0033424713,702177.06,672490.1251915524,2224730.8523965045,976827.8984364241,,#N/A
,,IN_S03,10/1/2025,515638.90016136755,772099.3,861983.0909884529,2072020.5149390302,1011758.7915455559,,#N/A
,,IN_S03,1/1/2026,582725.4992140499,800112.3,688776.2301887276,2147982.942874805,1001783.0066667637,,#N/A
,,IN_S03,4/1/2026,548250.8337043975,806427.1,714595.3899376054,2232579.7288685557,1020337.4603319799,,#N/A
,,IN_S03,7/1/2026,501679.26368582295,732401.2,677542.2594039612,2205721.191368636,973750.2203938116,,#N/A
,,IN_S03,10/1/2026,496312.6162260698,694046.5,696320.8807286674,2186828.095696347,964087.5444811934,,#N/A
,,IN_V03,1/1/2025,929624.4565296815,983075,1092023.549,1268187.3344210498,1061974.739740071,,#N/A
,,IN_V03,4/1/2025,762278.8764225002,911060.94,1003970.3835839425,1222363.6796949548,967451.3857948998,,#N/A
,,IN_V03,7/1/2025,725969.0872182434,874543.2,872840.1356776292,1367484.0801458238,942497.9097006565,,#N/A
,,IN_V03,10/1/2025,763570.0138777146,1.02262544e+06,912976.4974,1313380.1934483263,989261.9294627099,,#N/A
,,IN_V03,1/1/2026,718640.2651146997,917441.56,888605.8721228933,1400503.115041342,963122.1551396593,,#N/A
,,IN_V03,4/1/2026,699884.4123041037,877055.8,906393.0270791538,1459836.3677948655,966031.3367998654,,#N/A
,,IN_V03,7/1/2026,710103.2811745172,877055.8,885764.3055823236,1451770.3041147725,960900.8772359923,,#N/A
,,IN_V03,10/1/2026,703374.8993419593,862296.56,885438.6492,1439912.8350226216,952886.1568,,#N/A
,,IN_V04,1/1/2025,452703.1673006972,555620.8,488509.4831842078,689643.4353,539542.4614850892,,#N/A
,,IN_V04,4/1/2025,485386.28533439717,529888.44,466969.995,696129.9141922516,536268.4266973429,,#N/A
,,IN_V04,7/1/2025,402315.03111053334,477134.44,482378.68394296616,700324.3817,507771.8506394095,,#N/A
,,IN_V04,10/1/2025,396028.24216076086,438943.5,466966.69713839306,706680.2911148764,493477.9088,,#N/A
,,IN_V04,1/1/2026,414619.4575201893,477857.44,479336.12906018796,810925.2311675247,533678.5476,,#N/A
,,IN_V04,4/1/2026,404099.94245842303,449320.62,458652.87951258075,851071.1207431837,526471.8364562929,,#N/A
,,IN_V04,7/1/2026,388470.9679121918,415864.94,439502.7677890608,855016.1216361385,509487.8555177166,,#N/A
,,IN_V04,10/1/2026,383104.32045243855,434561.44,422092.2022922178,849928.2306300772,506812.33426582266,,#N/A
,,IN_V07,1/1/2025,414619.4575201893,477857.44,372847.7640618042,498894.29464652593,436584.82428226573,,#N/A
,,IN_V07,4/1/2025,404099.94245842303,445532.2,406827.84234440967,530227.0536,442250.98540893797,,#N/A
,,IN_V07,7/1/2025,401394.8896205141,445532.2,404406.0245157622,547416.5951183715,444551.5372314495,,#N/A
,,IN_V07,10/1/2025,383104.32045243855,434561.44,426431.40482395916,542088.3864,442463.23563920724,,#N/A
,,IN_V07,1/1/2026,401695.5358,444401.75,420609.7200603935,650478.1411296155,470957.1567445535,,#N/A
,,IN_V07,4/1/2026,391176.0207501007,415864.94,422860.4180217949,693893.524,471038.27790018613,,#N/A
,,IN_V07,7/1/2026,388470.9679121918,415864.94,430925.25466912385,696903.8887,473331.2923565229,,#N/A
,,IN_V07,10/1/2026,383104.32045243855,401105.75,423153.7552953668,693256.7581045174,465261.58196452155,,#N/A
